customer_id,customer_name,industry,segment,city,state,region,account_owner_employee_id,credit_rating,signup_date,active_flag
1321,Oakfield Legal Partners,Hospitality,SMB,New Haven,CT,Northeast,228,B,2017-04-03,True
1322,Hillcrest Legal Co,Government,Enterprise,Cleveland,OH,Midwest,86,C,2011-03-28,False
1323,Redwood Manufacturing Associates,Financial Services,Mid-Market,Columbus,OH,Midwest,260,B,2016-07-16,True
1324,Whitmore Construction Group,Technology,Mid-Market,New Haven,CT,Northeast,292,A,2017-02-17,False
1325,Fairview Legal Services,Government,SMB,Rochester,NY,Northeast,472,B,2014-04-29,True
1326,Redwood Technology Corp,Hospitality,SMB,New Haven,CT,Northeast,391,C,2010-10-14,True
1327,Liberty Government Enterprises,Nonprofit,SMB,Wilmington,DE,Northeast,61,B,2008-02-14,True
1328,Meadowbrook Manufacturing Inc,Financial Services,SMB,Philadelphia,PA,Northeast,94,C,2015-11-13,True
1329,Granite Healthcare Partners,Construction,SMB,Columbus,OH,Midwest,140,A,2015-04-05,True
1330,Ironwood Real Group,Nonprofit,Mid-Market,Worcester,MA,Northeast,86,A,2018-08-17,True
1331,Harbor Government LLC,Education,Mid-Market,New Haven,CT,Northeast,251,A,2011-08-17,True
1332,Summit Hospitality Partners,Hospitality,Mid-Market,Worcester,MA,Northeast,92,D,2014-10-09,True
1333,Redwood Education Co,Healthcare,Mid-Market,Pittsburgh,PA,Northeast,290,A,2014-07-08,True
1334,Northstar Manufacturing Group,Retail,Mid-Market,Hartford,CT,Northeast,381,B,2012-08-21,True
1335,Ironwood Legal Solutions,Financial Services,SMB,Newark,NJ,Northeast,306,A,2012-05-28,True
1336,Redwood Education Solutions,Manufacturing,SMB,Boston,MA,Northeast,83,B,2009-07-09,True
1337,Hillcrest Construction Associates,Retail,Mid-Market,Hartford,CT,Northeast,222,B,2013-12-17,True
1338,Northstar Retail Solutions,Government,SMB,Philadelphia,PA,Northeast,83,B,2014-10-16,True
1339,Silverton Manufacturing Enterprises,Construction,Mid-Market,Wilmington,DE,Northeast,489,C,2014-01-04,True
1340,Whitmore Manufacturing LLC,Real Estate,SMB,Trenton,NJ,Northeast,354,B,2014-06-09,True
1341,Riverside Government Associates,Technology,Mid-Market,Newark,NJ,Northeast,379,B,2015-08-03,True
1342,Harbor Technology Services,Legal,Mid-Market,New Haven,CT,Northeast,489,A,2010-05-28,True
1343,Ironwood Financial LLC,Nonprofit,SMB,Albany,NY,Northeast,306,B,2018-01-19,False
1344,Whitmore Real Inc,Construction,Mid-Market,Hartford,CT,Northeast,422,B,2009-08-30,True
1345,Harbor Technology Co,Financial Services,SMB,Philadelphia,PA,Northeast,290,A,2017-11-22,False
1346,Fairview Hospitality Inc,Hospitality,Mid-Market,Boston,MA,Northeast,64,C,2013-10-02,True
1347,Riverside Technology Corp,Construction,Mid-Market,Providence,RI,Northeast,478,C,2017-08-20,True
1348,Redwood Legal Group,Retail,SMB,Buffalo,NY,Northeast,431,A,2015-04-26,True
1349,Whitmore Construction LLC,Real Estate,SMB,Wilmington,DE,Northeast,174,C,2015-10-12,True
1350,Summit Hospitality LLC,Hospitality,SMB,Albany,NY,Northeast,384,D,2014-05-22,True
1351,Cascade Government Corp,Technology,SMB,Newark,NJ,Northeast,238,A,2012-08-08,True
1352,Pioneer Financial Enterprises,Nonprofit,SMB,Pittsburgh,PA,Northeast,333,A,2018-10-23,True
1353,Summit Financial Corp,Retail,Mid-Market,Boston,MA,Northeast,104,A,2015-03-17,False
1354,Cascade Hospitality Group,Education,Enterprise,New Haven,CT,Northeast,5,B,2010-08-06,True
1355,Ironwood Real Partners,Real Estate,Mid-Market,Hartford,CT,Northeast,184,C,2018-10-31,True
1356,Cornerstone Technology Solutions,Legal,Mid-Market,Albany,NY,Northeast,7,B,2009-09-14,True
1357,Cascade Manufacturing LLC,Retail,SMB,Syracuse,NY,Northeast,384,B,2017-02-09,True
1358,Silverton Financial Solutions,Real Estate,Mid-Market,Syracuse,NY,Northeast,61,A,2011-03-20,True
1359,Ironwood Technology Co,Healthcare,Enterprise,Cleveland,OH,Midwest,497,B,2013-11-07,True
1360,Maple Legal Associates,Retail,SMB,Trenton,NJ,Northeast,18,A,2008-06-18,True
1361,Fairview Real Group,Construction,SMB,Pittsburgh,PA,Northeast,231,A,2011-05-12,True
1362,Sterling Education Inc,Financial Services,SMB,Allentown,PA,Northeast,45,A,2009-05-12,True
1363,Cornerstone Financial Services,Nonprofit,Mid-Market,Columbus,OH,Midwest,3,C,2008-11-20,True
1364,Silverton Real Associates,Retail,SMB,Providence,RI,Northeast,431,B,2013-03-30,True
1365,Fairview Education Group,Legal,SMB,Cleveland,OH,Midwest,192,C,2017-07-20,True
1366,Beacon Nonprofit Group,Real Estate,SMB,Newark,NJ,Northeast,412,D,2014-10-10,True
1367,Ironwood Construction Inc,Hospitality,SMB,Columbus,OH,Midwest,279,B,2010-03-02,True
1368,Oakfield Construction LLC,Real Estate,SMB,Newark,NJ,Northeast,259,A,2016-06-28,True
1369,Cascade Manufacturing Co,Legal,SMB,Columbus,OH,Midwest,7,B,2010-04-23,True
1370,Meadowbrook Retail Services,Government,Enterprise,Albany,NY,Northeast,458,D,2010-08-23,False
1371,Northstar Nonprofit Corp,Healthcare,SMB,Allentown,PA,Northeast,78,B,2018-10-18,True
1372,Whitmore Hospitality Inc,Government,SMB,Allentown,PA,Northeast,472,D,2011-04-22,False
1373,Northstar Retail Solutions,Technology,SMB,Hartford,CT,Northeast,121,B,2013-12-14,True
1374,Redwood Education Services,Construction,Mid-Market,New Haven,CT,Northeast,83,C,2015-05-22,True
1375,Oakfield Technology Group,Real Estate,Mid-Market,Buffalo,NY,Northeast,333,D,2010-01-17,True
1376,Sterling Technology Solutions,Nonprofit,Mid-Market,Syracuse,NY,Northeast,458,A,2008-07-29,True
1377,Riverside Hospitality Partners,Manufacturing,Mid-Market,Providence,RI,Northeast,412,B,2011-02-19,True
1378,Beacon Construction Associates,Construction,Mid-Market,Columbus,OH,Midwest,438,B,2017-01-08,True
1379,Whitmore Financial Corp,Manufacturing,SMB,Albany,NY,Northeast,109,A,2013-12-22,True
1380,Northstar Nonprofit LLC,Retail,SMB,Boston,MA,Northeast,384,B,2013-06-02,False
1381,Oakfield Technology Partners,Financial Services,Mid-Market,Trenton,NJ,Northeast,384,A,2009-09-26,True
1382,Cornerstone Education Corp,Nonprofit,SMB,Worcester,MA,Northeast,404,A,2018-09-01,False
1383,Granite Hospitality Enterprises,Legal,SMB,Columbus,OH,Midwest,188,C,2015-09-15,True
1384,Sterling Education Enterprises,Legal,SMB,Hartford,CT,Northeast,84,B,2008-01-28,True
1385,Keystone Construction Associates,Real Estate,SMB,Syracuse,NY,Northeast,228,A,2013-04-19,True
1386,Evergreen Government Group,Technology,SMB,Pittsburgh,PA,Northeast,478,C,2012-01-26,True
1387,Cascade Construction Co,Manufacturing,SMB,Syracuse,NY,Northeast,420,A,2014-12-25,True
1388,Northstar Manufacturing Services,Manufacturing,SMB,Albany,NY,Northeast,458,D,2012-03-30,True
1389,Keystone Government Partners,Education,Enterprise,Worcester,MA,Northeast,384,B,2016-05-10,True
1390,Maple Nonprofit Inc,Manufacturing,SMB,Columbus,OH,Midwest,228,D,2013-06-24,True
1391,Keystone Real Co,Manufacturing,SMB,Columbus,OH,Midwest,228,A,2016-07-21,False
1392,Sterling Financial Associates,Retail,Enterprise,Albany,NY,Northeast,260,B,2016-07-19,True
1393,Ridgeline Real Partners,Manufacturing,SMB,Boston,MA,Northeast,184,C,2010-07-20,True
1394,Harbor Hospitality Co,Education,SMB,Buffalo,NY,Northeast,357,C,2015-03-22,False
1395,Meadowbrook Healthcare Associates,Hospitality,Mid-Market,Pittsburgh,PA,Northeast,201,B,2011-04-17,True
1396,Northstar Real Co,Retail,SMB,Allentown,PA,Northeast,483,B,2016-10-07,True
1397,Silverton Construction Solutions,Education,SMB,Wilmington,DE,Northeast,64,B,2014-09-12,True
1398,Northstar Healthcare Solutions,Legal,SMB,Hartford,CT,Northeast,333,A,2012-10-23,True
1399,Whitmore Hospitality Enterprises,Construction,SMB,Buffalo,NY,Northeast,6,B,2017-03-16,True
1400,Brightwater Government Partners,Manufacturing,SMB,Wilmington,DE,Northeast,249,C,2013-05-24,True
1401,Redwood Hospitality Inc,Healthcare,Mid-Market,Cleveland,OH,Midwest,301,A,2009-04-15,False
1402,Hillcrest Healthcare Associates,Government,SMB,Worcester,MA,Northeast,116,B,2012-05-03,True
1403,Northstar Manufacturing Associates,Retail,Mid-Market,Syracuse,NY,Northeast,292,A,2017-08-30,True
1404,Redwood Manufacturing Partners,Real Estate,Mid-Market,Albany,NY,Northeast,18,A,2008-03-26,True
1405,Cascade Education Inc,Hospitality,SMB,Rochester,NY,Northeast,379,A,2013-12-24,True
1406,Whitmore Healthcare Group,Education,Mid-Market,New Haven,CT,Northeast,279,B,2011-02-19,True
1407,Ridgeline Legal Corp,Legal,Enterprise,Buffalo,NY,Northeast,422,A,2008-08-15,True
1408,Oakfield Real Inc,Legal,SMB,Cleveland,OH,Midwest,248,C,2018-01-31,True
1409,Harbor Financial LLC,Education,Mid-Market,Buffalo,NY,Northeast,431,C,2013-09-13,True
1410,Evergreen Technology Associates,Manufacturing,SMB,Cleveland,OH,Midwest,279,B,2008-08-18,True
1411,Keystone Legal Services,Retail,SMB,Newark,NJ,Northeast,472,C,2013-01-11,True
1412,Sterling Real Solutions,Hospitality,Mid-Market,Pittsburgh,PA,Northeast,252,D,2018-06-26,False
1413,Liberty Real Inc,Legal,Mid-Market,Columbus,OH,Midwest,18,A,2017-01-20,True
1414,Meadowbrook Real Enterprises,Financial Services,Mid-Market,Trenton,NJ,Northeast,391,A,2017-01-14,True
1415,Oakfield Technology LLC,Education,SMB,Columbus,OH,Midwest,458,A,2015-04-22,True
1416,Granite Healthcare Group,Real Estate,Enterprise,Rochester,NY,Northeast,260,B,2018-11-06,False
1417,Brightwater Legal Partners,Retail,SMB,Allentown,PA,Northeast,306,A,2017-04-26,False
1418,Hillcrest Manufacturing Group,Healthcare,SMB,Trenton,NJ,Northeast,354,B,2012-11-08,True
1419,Maple Construction Co,Retail,Mid-Market,Trenton,NJ,Northeast,478,B,2010-10-02,True
1420,Summit Education Partners,Healthcare,SMB,Hartford,CT,Northeast,362,A,2014-09-22,True
1421,Meadowbrook Construction Enterprises,Nonprofit,SMB,New Haven,CT,Northeast,218,A,2013-07-07,True
1422,Meadowbrook Manufacturing Associates,Hospitality,SMB,Buffalo,NY,Northeast,18,A,2017-05-06,True
1423,Hillcrest Education Partners,Real Estate,Mid-Market,Buffalo,NY,Northeast,292,B,2013-05-19,True
1424,Brightwater Hospitality LLC,Construction,Enterprise,Pittsburgh,PA,Northeast,189,A,2010-03-16,True
1425,Cascade Nonprofit LLC,Healthcare,SMB,Boston,MA,Northeast,251,C,2011-08-06,True
1426,Ridgeline Government Co,Financial Services,Mid-Market,Worcester,MA,Northeast,306,A,2013-10-16,True
1427,Cornerstone Nonprofit Services,Retail,SMB,Wilmington,DE,Northeast,472,B,2018-08-27,False
1428,Fairview Hospitality Group,Retail,SMB,Buffalo,NY,Northeast,301,A,2012-04-09,True
1429,Beacon Healthcare Services,Government,SMB,Newark,NJ,Northeast,6,A,2013-05-29,True
1430,Beacon Technology LLC,Hospitality,SMB,Trenton,NJ,Northeast,205,C,2015-01-31,True
1431,Cornerstone Financial Partners,Construction,SMB,Columbus,OH,Midwest,488,D,2011-10-14,True
1432,Brightwater Healthcare Associates,Nonprofit,SMB,Newark,NJ,Northeast,64,A,2017-04-24,True
1433,Silverton Hospitality Inc,Healthcare,Mid-Market,Providence,RI,Northeast,306,C,2016-07-08,True
1434,Silverton Manufacturing Inc,Healthcare,SMB,Newark,NJ,Northeast,293,C,2013-02-05,True
1435,Cornerstone Hospitality Solutions,Education,SMB,Allentown,PA,Northeast,431,B,2014-10-30,True
1436,Ridgeline Construction Enterprises,Retail,SMB,Worcester,MA,Northeast,260,B,2018-10-20,True
1437,Cascade Financial Solutions,Financial Services,Mid-Market,Philadelphia,PA,Northeast,231,B,2013-11-01,False
1438,Fairview Construction Group,Real Estate,SMB,New Haven,CT,Northeast,420,A,2016-11-16,True
1439,Pioneer Government Associates,Healthcare,Mid-Market,Trenton,NJ,Northeast,161,A,2011-12-20,True
1440,Pioneer Construction Inc,Real Estate,Mid-Market,Worcester,MA,Northeast,438,C,2017-10-25,False
1441,Cornerstone Construction Associates,Technology,SMB,Providence,RI,Northeast,76,A,2010-03-23,True
1442,Whitmore Hospitality Corp,Retail,SMB,Cleveland,OH,Midwest,391,A,2017-01-09,True
1443,Brightwater Technology Partners,Government,Enterprise,Philadelphia,PA,Northeast,497,A,2016-05-01,True
1444,Summit Nonprofit LLC,Construction,Enterprise,Albany,NY,Northeast,191,A,2016-06-09,True
1445,Silverton Legal Co,Hospitality,SMB,Trenton,NJ,Northeast,78,A,2009-02-22,True
1446,Granite Legal LLC,Nonprofit,Mid-Market,Pittsburgh,PA,Northeast,259,C,2015-08-23,True
1447,Maple Nonprofit Inc,Financial Services,SMB,Wilmington,DE,Northeast,201,A,2015-05-30,True
1448,Hillcrest Financial Solutions,Financial Services,SMB,Buffalo,NY,Northeast,174,A,2015-01-30,False
1449,Fairview Manufacturing LLC,Construction,SMB,Philadelphia,PA,Northeast,45,B,2016-06-28,True
1450,Keystone Government Solutions,Technology,SMB,Syracuse,NY,Northeast,439,B,2011-04-24,True
1451,Hillcrest Real Enterprises,Healthcare,Mid-Market,Albany,NY,Northeast,404,C,2012-06-27,True
1452,Keystone Technology Associates,Education,Enterprise,Wilmington,DE,Northeast,458,A,2009-05-08,True
1453,Sterling Government Partners,Technology,SMB,Wilmington,DE,Northeast,109,A,2013-09-01,True
1454,Granite Government Services,Government,SMB,Wilmington,DE,Northeast,7,A,2018-04-14,True
1455,Oakfield Hospitality Enterprises,Nonprofit,SMB,Pittsburgh,PA,Northeast,3,B,2013-06-11,True
1456,Fairview Government Services,Legal,SMB,Albany,NY,Northeast,69,A,2010-03-25,True
1457,Beacon Real Partners,Retail,SMB,Worcester,MA,Northeast,121,C,2010-02-12,True
1458,Cornerstone Hospitality Solutions,Legal,Mid-Market,Worcester,MA,Northeast,489,C,2017-03-14,True
1459,Northstar Nonprofit Inc,Construction,SMB,Rochester,NY,Northeast,39,C,2015-02-02,True
1460,Ridgeline Government Corp,Legal,SMB,Pittsburgh,PA,Northeast,83,A,2010-09-11,True
1461,Hillcrest Education Solutions,Manufacturing,Mid-Market,Albany,NY,Northeast,306,B,2012-06-07,True
1462,Ridgeline Retail Partners,Healthcare,Mid-Market,Cleveland,OH,Midwest,384,B,2009-12-26,True
1463,Meadowbrook Legal Services,Construction,Mid-Market,Syracuse,NY,Northeast,94,A,2014-03-02,True
1464,Brightwater Construction Partners,Technology,Mid-Market,Rochester,NY,Northeast,18,B,2017-08-16,True
1465,Cornerstone Legal Co,Healthcare,SMB,Columbus,OH,Midwest,109,C,2010-12-02,True
1466,Ridgeline Real Inc,Construction,SMB,Syracuse,NY,Northeast,111,A,2015-05-21,True
1467,Cascade Government Partners,Retail,SMB,Allentown,PA,Northeast,381,B,2011-04-16,True
1468,Beacon Legal LLC,Financial Services,SMB,Newark,NJ,Northeast,251,A,2009-05-14,True
1469,Silverton Healthcare Inc,Hospitality,SMB,Pittsburgh,PA,Northeast,306,A,2011-03-01,True
1470,Evergreen Legal Co,Government,SMB,New Haven,CT,Northeast,254,A,2011-07-24,True
1471,Silverton Construction Corp,Legal,SMB,Trenton,NJ,Northeast,259,A,2011-09-14,True
1472,Harbor Manufacturing Partners,Legal,Mid-Market,Buffalo,NY,Northeast,208,B,2016-07-24,True
1473,Keystone Manufacturing Inc,Retail,SMB,Wilmington,DE,Northeast,483,B,2012-02-02,False
1474,Harbor Hospitality Group,Government,SMB,Albany,NY,Northeast,249,B,2013-05-30,True
1475,Ridgeline Manufacturing Associates,Nonprofit,SMB,Providence,RI,Northeast,189,D,2016-10-17,True
1476,Keystone Hospitality Associates,Legal,Mid-Market,Columbus,OH,Midwest,362,B,2017-10-03,True
1477,Brightwater Technology LLC,Technology,SMB,Hartford,CT,Northeast,78,A,2015-11-22,True
1478,Harbor Manufacturing Solutions,Education,SMB,Albany,NY,Northeast,214,B,2014-06-03,True
1479,Beacon Real Inc,Nonprofit,Mid-Market,Columbus,OH,Midwest,192,B,2009-06-14,True
1480,Fairview Construction Enterprises,Manufacturing,Mid-Market,Boston,MA,Northeast,174,C,2009-08-11,True
1481,Hillcrest Healthcare Solutions,Financial Services,Mid-Market,Philadelphia,PA,Northeast,301,C,2016-09-13,True
1482,Riverside Financial Services,Healthcare,SMB,Syracuse,NY,Northeast,384,A,2008-06-09,True
1483,Cascade Financial LLC,Financial Services,SMB,Rochester,NY,Northeast,492,B,2013-09-26,True
1484,Northstar Government Solutions,Real Estate,Enterprise,Providence,RI,Northeast,228,A,2010-12-26,True
1485,Ironwood Hospitality LLC,Nonprofit,Mid-Market,Buffalo,NY,Northeast,488,B,2015-04-13,False
1486,Evergreen Hospitality Associates,Financial Services,Mid-Market,Philadelphia,PA,Northeast,3,B,2011-01-28,True
1487,Beacon Government Co,Hospitality,SMB,Albany,NY,Northeast,472,A,2015-11-11,True
1488,Keystone Technology LLC,Nonprofit,SMB,Boston,MA,Northeast,191,B,2011-11-08,True
1489,Liberty Retail Inc,Retail,Mid-Market,Allentown,PA,Northeast,488,A,2016-09-30,True
1490,Brightwater Real Group,Legal,Mid-Market,Providence,RI,Northeast,362,A,2017-08-16,True
1491,Cornerstone Manufacturing Corp,Financial Services,SMB,Hartford,CT,Northeast,479,A,2009-03-25,True
1492,Whitmore Education Group,Real Estate,SMB,Newark,NJ,Northeast,431,B,2018-07-17,True
1493,Granite Government Services,Healthcare,SMB,Wilmington,DE,Northeast,69,B,2018-07-17,True
1494,Summit Healthcare Corp,Government,Mid-Market,Allentown,PA,Northeast,479,C,2016-08-21,True
1495,Evergreen Financial Associates,Manufacturing,Mid-Market,Pittsburgh,PA,Northeast,381,C,2010-02-24,True
1496,Keystone Retail Co,Hospitality,Mid-Market,Buffalo,NY,Northeast,214,C,2014-02-13,True
1497,Northstar Healthcare Partners,Legal,SMB,Columbus,OH,Midwest,333,A,2015-03-03,True
1498,Northstar Real Co,Financial Services,SMB,Allentown,PA,Northeast,439,B,2018-08-07,True
1499,Hillcrest Government Services,Nonprofit,SMB,Newark,NJ,Northeast,491,A,2017-11-20,True
1500,Northstar Healthcare Services,Real Estate,SMB,Syracuse,NY,Northeast,184,A,2008-10-19,True
1501,Silverton Construction Associates,Real Estate,Enterprise,Philadelphia,PA,Northeast,174,C,2010-06-08,True
1502,Hillcrest Nonprofit Solutions,Legal,SMB,Columbus,OH,Midwest,301,C,2017-01-28,False
1503,Evergreen Construction Associates,Healthcare,SMB,Wilmington,DE,Northeast,188,C,2015-03-11,True
1504,Evergreen Financial Co,Nonprofit,Enterprise,Allentown,PA,Northeast,69,A,2017-12-11,True
1505,Granite Manufacturing Associates,Nonprofit,SMB,Boston,MA,Northeast,218,B,2010-01-14,True
1506,Evergreen Healthcare LLC,Real Estate,SMB,Pittsburgh,PA,Northeast,205,B,2015-10-13,True
1507,Pioneer Hospitality Corp,Nonprofit,SMB,Trenton,NJ,Northeast,7,A,2018-08-12,False
1508,Maple Real Partners,Hospitality,SMB,Rochester,NY,Northeast,304,B,2014-09-01,True
1509,Brightwater Manufacturing Co,Real Estate,Mid-Market,Worcester,MA,Northeast,404,A,2011-03-14,True
1510,Fairview Legal LLC,Legal,SMB,Worcester,MA,Northeast,116,C,2009-05-12,False
1511,Sterling Financial Partners,Legal,Enterprise,Trenton,NJ,Northeast,306,A,2012-01-01,True
1512,Ironwood Education Associates,Technology,Enterprise,Newark,NJ,Northeast,254,A,2016-07-07,True
1513,Silverton Real Inc,Construction,SMB,Boston,MA,Northeast,92,B,2018-07-14,True
1514,Fairview Nonprofit Services,Legal,SMB,Trenton,NJ,Northeast,362,A,2015-03-10,True
1515,Maple Real Co,Technology,Mid-Market,Wilmington,DE,Northeast,78,B,2009-10-22,True
1516,Beacon Hospitality Group,Healthcare,SMB,Worcester,MA,Northeast,439,A,2015-10-19,True
1517,Maple Government Associates,Technology,Enterprise,Buffalo,NY,Northeast,265,B,2013-06-22,True
1518,Hillcrest Financial Corp,Retail,SMB,Newark,NJ,Northeast,222,A,2013-05-19,True
1519,Meadowbrook Hospitality Associates,Legal,SMB,Allentown,PA,Northeast,109,C,2008-05-10,True
1520,Granite Legal Inc,Financial Services,Mid-Market,Pittsburgh,PA,Northeast,92,C,2016-12-01,True
1521,Evergreen Healthcare LLC,Healthcare,Mid-Market,Allentown,PA,Northeast,116,B,2012-04-01,True
1522,Beacon Financial LLC,Education,SMB,Columbus,OH,Midwest,492,B,2010-11-26,True
1523,Fairview Nonprofit Services,Hospitality,Mid-Market,Newark,NJ,Northeast,174,A,2016-12-18,True
1524,Harbor Retail Group,Construction,Enterprise,Cleveland,OH,Midwest,6,A,2018-04-02,True
1525,Harbor Retail Co,Legal,Mid-Market,Buffalo,NY,Northeast,121,A,2011-03-25,True
1526,Oakfield Retail Co,Nonprofit,SMB,Trenton,NJ,Northeast,208,A,2017-05-22,True
1527,Ridgeline Nonprofit Partners,Healthcare,SMB,Providence,RI,Northeast,458,C,2008-07-19,True
1528,Maple Financial Group,Government,SMB,Philadelphia,PA,Northeast,492,C,2016-09-12,True
1529,Maple Technology Corp,Construction,Mid-Market,Philadelphia,PA,Northeast,140,B,2013-06-11,True
1530,Liberty Financial Enterprises,Technology,SMB,Newark,NJ,Northeast,222,B,2011-01-30,False
1531,Liberty Education Enterprises,Manufacturing,SMB,Albany,NY,Northeast,265,B,2012-06-06,True
1532,Pioneer Healthcare Enterprises,Government,SMB,Trenton,NJ,Northeast,222,A,2015-02-05,True
1533,Fairview Retail Inc,Government,Mid-Market,Newark,NJ,Northeast,251,B,2012-04-25,True
1534,Fairview Legal Co,Manufacturing,Mid-Market,Trenton,NJ,Northeast,205,A,2008-06-21,True
1535,Pioneer Construction Corp,Manufacturing,SMB,Rochester,NY,Northeast,208,D,2015-08-27,True
1536,Pioneer Construction LLC,Nonprofit,Mid-Market,Albany,NY,Northeast,458,B,2017-01-07,True
1537,Beacon Legal Corp,Hospitality,SMB,New Haven,CT,Northeast,18,B,2018-04-24,True
1538,Brightwater Nonprofit Services,Hospitality,SMB,Philadelphia,PA,Northeast,422,A,2009-06-14,True
1539,Beacon Legal Co,Construction,Mid-Market,Allentown,PA,Northeast,292,B,2018-01-26,True
1540,Pioneer Nonprofit Enterprises,Legal,Mid-Market,Philadelphia,PA,Northeast,381,B,2010-11-22,True
1541,Beacon Legal LLC,Construction,SMB,Allentown,PA,Northeast,458,B,2010-03-13,True
1542,Cascade Legal Co,Nonprofit,Mid-Market,New Haven,CT,Northeast,174,B,2008-12-07,True
1543,Beacon Real Partners,Real Estate,Mid-Market,Newark,NJ,Northeast,205,B,2014-04-18,True
1544,Redwood Government Enterprises,Legal,SMB,Trenton,NJ,Northeast,438,B,2010-09-30,True
1545,Cascade Legal Group,Nonprofit,SMB,Allentown,PA,Northeast,292,A,2009-03-27,False
1546,Cascade Financial Inc,Legal,SMB,New Haven,CT,Northeast,458,A,2016-09-27,True
1547,Ridgeline Healthcare Solutions,Nonprofit,SMB,Columbus,OH,Midwest,358,C,2017-07-11,True
1548,Oakfield Real Inc,Retail,Enterprise,Wilmington,DE,Northeast,161,B,2013-05-31,True
1549,Liberty Nonprofit LLC,Hospitality,Mid-Market,Boston,MA,Northeast,492,A,2012-02-19,True
1550,Harbor Legal Services,Government,SMB,Allentown,PA,Northeast,249,A,2012-05-12,True
1551,Granite Manufacturing Services,Technology,SMB,Pittsburgh,PA,Northeast,488,B,2012-12-04,True
1552,Silverton Education Group,Nonprofit,Mid-Market,Philadelphia,PA,Northeast,74,B,2010-11-17,True
1553,Keystone Healthcare Services,Legal,SMB,Buffalo,NY,Northeast,3,C,2012-11-30,True
1554,Hillcrest Technology Solutions,Retail,Enterprise,Buffalo,NY,Northeast,208,A,2008-11-02,True
1555,Cornerstone Retail Inc,Education,SMB,Newark,NJ,Northeast,74,C,2010-12-31,True
1556,Evergreen Retail Group,Nonprofit,SMB,Syracuse,NY,Northeast,252,B,2015-02-25,False
1557,Northstar Legal Associates,Technology,SMB,Providence,RI,Northeast,5,A,2010-06-04,True
1558,Summit Healthcare Solutions,Construction,Mid-Market,New Haven,CT,Northeast,238,C,2014-05-14,True
1559,Ridgeline Manufacturing Solutions,Technology,SMB,Hartford,CT,Northeast,18,A,2017-11-10,True
1560,Brightwater Healthcare Co,Real Estate,SMB,Wilmington,DE,Northeast,379,B,2009-03-01,True
1561,Riverside Technology Services,Construction,SMB,Rochester,NY,Northeast,293,B,2008-10-08,True
1562,Fairview Financial LLC,Manufacturing,Mid-Market,Syracuse,NY,Northeast,488,A,2017-07-16,True
1563,Ironwood Healthcare Inc,Real Estate,SMB,New Haven,CT,Northeast,431,B,2016-08-27,False
1564,Oakfield Hospitality LLC,Education,SMB,Buffalo,NY,Northeast,222,A,2011-10-02,True
1565,Whitmore Legal Partners,Retail,Mid-Market,Allentown,PA,Northeast,205,B,2010-11-27,True
1566,Northstar Retail Services,Construction,SMB,Boston,MA,Northeast,358,A,2013-09-18,True
1567,Summit Nonprofit Group,Healthcare,SMB,Allentown,PA,Northeast,301,A,2017-04-03,True
1568,Keystone Hospitality Partners,Healthcare,Enterprise,Newark,NJ,Northeast,140,B,2018-04-23,True
1569,Oakfield Healthcare Inc,Government,SMB,Philadelphia,PA,Northeast,104,D,2013-06-25,True
1570,Pioneer Education Enterprises,Real Estate,SMB,Allentown,PA,Northeast,5,A,2017-09-29,False
1571,Maple Education Associates,Legal,SMB,Buffalo,NY,Northeast,492,A,2010-09-25,True
1572,Sterling Nonprofit Group,Construction,Mid-Market,Worcester,MA,Northeast,228,B,2013-10-19,True
1573,Summit Education LLC,Nonprofit,SMB,Worcester,MA,Northeast,214,B,2013-02-13,True
1574,Evergreen Education Services,Hospitality,Enterprise,Providence,RI,Northeast,420,B,2018-04-02,True
1575,Ridgeline Nonprofit LLC,Real Estate,Enterprise,Newark,NJ,Northeast,279,B,2016-11-18,True
1576,Sterling Construction Co,Legal,Mid-Market,Syracuse,NY,Northeast,431,B,2016-06-02,True
1577,Evergreen Financial Services,Nonprofit,Mid-Market,Philadelphia,PA,Northeast,228,B,2016-12-19,True
1578,Cornerstone Government Associates,Healthcare,SMB,Buffalo,NY,Northeast,201,A,2011-09-02,False
1579,Cascade Healthcare Associates,Education,Enterprise,Hartford,CT,Northeast,78,A,2015-07-10,True
1580,Pioneer Education Enterprises,Healthcare,Mid-Market,Newark,NJ,Northeast,111,A,2012-11-25,True
1581,Fairview Legal Inc,Manufacturing,SMB,Columbus,OH,Midwest,231,B,2011-04-09,False
1582,Cascade Legal Services,Legal,SMB,New Haven,CT,Northeast,254,A,2009-07-28,True
1583,Ridgeline Real Services,Technology,SMB,Buffalo,NY,Northeast,404,A,2014-03-18,True
1584,Sterling Hospitality Services,Technology,Mid-Market,Newark,NJ,Northeast,292,D,2009-07-04,True
1585,Ironwood Financial Group,Retail,SMB,Hartford,CT,Northeast,497,A,2015-07-17,True
1586,Sterling Legal Associates,Financial Services,Enterprise,Columbus,OH,Midwest,438,C,2008-07-26,True
1587,Whitmore Real Group,Technology,SMB,Trenton,NJ,Northeast,111,B,2016-10-22,True
1588,Meadowbrook Retail Co,Construction,Mid-Market,Syracuse,NY,Northeast,472,C,2013-11-01,True
1589,Whitmore Legal Associates,Real Estate,SMB,Philadelphia,PA,Northeast,76,A,2008-08-31,True
1590,Beacon Retail Associates,Legal,Mid-Market,Philadelphia,PA,Northeast,2,A,2013-08-04,True
