ORDER_NO,CUST_ID,BRANCH,ORDER_DT,SHIP_DT,STATUS,AMT
ORD0025865,194,5,10/27/2019,10/30/2019,FULFILLED,$262.50
ORD0036213,232,5,10/11/2021,10/15/2021,FULFILLED,$209.12
ORD0067528,1176,3,11/28/2023,12/03/2023,RETURNED,$839.05
ORD0006704,481,1,03/02/2021,03/05/2021,FULFILLED,$283.63
ORD0004935,810,1,09/25/2022,09/26/2022,FULFILLED,$576.54
ORD0022271,964,3,09/27/2023,10/02/2023,RETURNED,$647.25
ORD0015152,1542,1,11/05/2021,11/09/2021,FULFILLED,$677.61
ORD0011583,718,7,02/27/2023,03/02/2023,FULFILLED,$811.76
ORD0021284,38,6,08/24/2022,08/26/2022,FULFILLED,$688.46
ORD0050512,2168,1,10/06/2021,10/07/2021,FULFILLED,"$1,231.41"
ORD0035913,1289,3,12/26/2022,12/27/2022,FULFILLED,$832.94
ORD0051128,1107,8,11/11/2022,11/15/2022,FULFILLED,"$1,413.99"
ORD0051337,1654,8,11/04/2022,11/07/2022,RETURNED,$720.69
ORD0005124,2475,8,10/16/2023,10/19/2023,FULFILLED,$204.01
ORD0041857,1126,1,04/07/2021,04/11/2021,FULFILLED,$571.85
ORD0060721,2133,7,01/16/2019,01/18/2019,FULFILLED,"$1,001.56"
ORD0063477,1549,5,10/16/2021,10/20/2021,FULFILLED,$957.13
ORD0007540,264,4,05/11/2020,05/14/2020,RETURNED,"$1,640.49"
ORD0059672,1672,1,08/23/2019,08/28/2019,FULFILLED,$700.40
ORD0066052,963,1,02/17/2020,02/22/2020,FULFILLED,$318.25
ORD0001717,2118,7,04/14/2019,04/15/2019,FULFILLED,"$1,423.28"
ORD0010638,2011,4,04/19/2022,04/23/2022,FULFILLED,$989.53
ORD0013322,2096,9,06/05/2020,06/06/2020,FULFILLED,$523.97
ORD0038278,658,9,02/09/2020,02/11/2020,FULFILLED,$218.14
ORD0024812,711,1,10/12/2023,10/13/2023,RETURNED,$59.44
ORD0000897,696,4,07/17/2019,07/20/2019,FULFILLED,$492.25
ORD0059668,587,3,09/03/2021,09/05/2021,RETURNED,$477.04
ORD0061788,391,8,03/12/2019,03/13/2019,FULFILLED,$207.22
ORD0023266,372,10,03/12/2020,03/15/2020,FULFILLED,$156.46
ORD0030690,216,10,01/14/2022,01/15/2022,FULFILLED,"$2,932.67"
ORD0045986,728,9,12/15/2021,12/17/2021,FULFILLED,"$1,189.87"
ORD0025070,587,1,09/14/2023,09/15/2023,FULFILLED,"$2,235.08"
ORD0025813,2055,1,05/27/2021,05/31/2021,FULFILLED,$427.67
ORD0025931,1071,1,04/09/2023,04/11/2023,FULFILLED,$526.62
ORD0008708,1482,4,03/09/2023,03/12/2023,FULFILLED,$957.08
ORD0041878,1281,10,04/21/2022,04/25/2022,FULFILLED,$475.26
ORD0012597,1169,1,02/22/2022,02/23/2022,FULFILLED,$651.75
ORD0070586,742,4,03/21/2023,03/26/2023,FULFILLED,$397.20
ORD0045933,693,1,12/01/2020,12/03/2020,FULFILLED,"$2,311.29"
ORD0063709,127,9,02/13/2023,02/18/2023,RETURNED,"$1,152.95"
ORD0064931,725,6,03/09/2022,03/11/2022,FULFILLED,$329.43
ORD0055458,1177,7,06/07/2019,06/11/2019,FULFILLED,$574.62
ORD0031801,2240,8,10/26/2023,10/30/2023,FULFILLED,$122.55
ORD0031281,1833,8,02/19/2020,02/23/2020,FULFILLED,$908.20
ORD0070487,1081,1,12/29/2021,01/01/2022,FULFILLED,$492.28
ORD0037716,1215,4,04/28/2021,04/30/2021,FULFILLED,"$1,935.93"
ORD0042156,72,3,04/16/2021,04/20/2021,FULFILLED,$254.55
ORD0005296,2199,4,02/24/2021,02/26/2021,FULFILLED,"$1,892.55"
ORD0046578,1244,8,12/09/2021,12/14/2021,FULFILLED,"$1,230.35"
ORD0000238,789,4,01/29/2021,02/01/2021,FULFILLED,"$3,939.59"
ORD0006926,913,9,03/08/2019,03/09/2019,FULFILLED,$31.68
ORD0038410,1197,1,01/24/2021,01/28/2021,FULFILLED,$676.38
ORD0069653,551,6,10/01/2019,10/05/2019,FULFILLED,$258.30
ORD0028458,2017,9,10/11/2021,10/15/2021,RETURNED,$213.72
ORD0031220,12,1,08/11/2023,08/15/2023,FULFILLED,"$1,154.75"
ORD0031881,711,1,01/15/2022,01/19/2022,FULFILLED,$113.40
ORD0030672,1180,5,05/30/2019,06/01/2019,FULFILLED,"$1,864.30"
ORD0051499,1881,4,11/23/2022,11/25/2022,FULFILLED,"$1,416.60"
ORD0003339,1136,10,01/14/2021,01/17/2021,FULFILLED,$913.66
ORD0060845,694,2,05/15/2019,05/20/2019,FULFILLED,"$1,257.12"
ORD0026780,2063,1,11/12/2021,11/15/2021,FULFILLED,$505.05
ORD0049011,817,4,02/18/2023,02/20/2023,FULFILLED,$366.15
ORD0037790,502,3,11/22/2023,11/23/2023,FULFILLED,"$2,173.74"
ORD0031391,336,9,03/13/2019,03/17/2019,RETURNED,$435.78
ORD0030658,479,1,01/03/2020,01/08/2020,FULFILLED,"$1,045.16"
ORD0009262,614,4,05/24/2019,05/27/2019,FULFILLED,"$1,382.99"
ORD0016789,128,4,03/26/2022,03/30/2022,FULFILLED,"$2,599.61"
ORD0026901,1291,5,11/02/2020,11/05/2020,FULFILLED,"$3,770.55"
ORD0039495,335,6,10/29/2023,,CANCELLED,$106.68
ORD0063450,2214,5,09/19/2022,,CANCELLED,"$1,942.09"
ORD0048022,1015,6,06/07/2021,06/12/2021,FULFILLED,$130.73
ORD0011418,258,5,12/28/2021,12/30/2021,FULFILLED,"$1,509.99"
ORD0016008,2176,1,09/09/2023,09/10/2023,FULFILLED,$340.92
ORD0008017,2209,4,07/28/2022,07/29/2022,FULFILLED,$850.01
ORD0006492,356,1,12/04/2022,12/05/2022,FULFILLED,"$2,056.15"
ORD0057581,1286,1,05/26/2022,05/30/2022,FULFILLED,"$1,458.10"
ORD0028534,130,1,03/26/2019,03/31/2019,FULFILLED,$56.76
ORD0006765,973,5,05/01/2019,05/05/2019,FULFILLED,$293.58
ORD0003806,102,1,05/07/2019,05/10/2019,FULFILLED,"$1,762.62"
ORD0062089,1924,9,07/08/2020,07/13/2020,FULFILLED,"$1,577.64"
ORD0016382,568,1,07/09/2023,07/13/2023,FULFILLED,"$1,072.32"
ORD0059322,751,8,08/28/2020,09/01/2020,FULFILLED,$119.35
ORD0055760,1962,1,10/11/2023,10/16/2023,FULFILLED,$151.45
ORD0056373,1632,1,01/21/2022,01/26/2022,FULFILLED,$409.85
ORD0036945,1064,6,07/27/2021,07/31/2021,FULFILLED,$166.79
ORD0026581,80,1,12/28/2022,12/31/2022,FULFILLED,$925.23
ORD0066482,682,1,02/26/2023,03/03/2023,FULFILLED,"$1,427.35"
ORD0018922,527,1,03/22/2023,03/24/2023,FULFILLED,$443.16
ORD0042250,74,3,04/19/2022,04/20/2022,FULFILLED,$468.84
ORD0034786,371,6,12/07/2021,12/10/2021,FULFILLED,"$2,206.62"
ORD0021098,618,8,04/08/2022,04/09/2022,FULFILLED,$582.62
ORD0069857,654,5,01/18/2019,01/23/2019,FULFILLED,$466.02
ORD0022164,2472,8,11/12/2019,11/15/2019,FULFILLED,$514.06
ORD0001196,209,1,03/18/2022,03/20/2022,FULFILLED,$93.42
ORD0043772,837,3,06/15/2023,06/16/2023,FULFILLED,"$2,634.71"
ORD0018052,407,8,07/07/2022,07/11/2022,FULFILLED,$415.18
ORD0025631,13,4,03/16/2022,03/18/2022,FULFILLED,"$1,822.83"
ORD0011259,1058,7,09/20/2022,09/24/2022,RETURNED,$119.66
ORD0043635,1979,7,04/11/2022,04/16/2022,FULFILLED,$304.40
ORD0044854,25,2,06/17/2020,06/21/2020,FULFILLED,$443.87
ORD0021223,124,3,03/28/2019,,CANCELLED,$792.19
ORD0040845,1212,7,04/21/2022,04/22/2022,FULFILLED,$177.82
ORD0003021,382,1,02/15/2023,02/16/2023,FULFILLED,$317.44
ORD0016350,1757,4,07/26/2021,07/29/2021,FULFILLED,"$1,820.04"
ORD0034940,325,1,09/22/2022,09/23/2022,FULFILLED,$25.80
ORD0009011,1151,1,02/17/2022,02/21/2022,FULFILLED,$180.36
ORD0016629,653,4,04/22/2021,04/25/2021,FULFILLED,"$1,533.81"
ORD0052962,2185,5,02/15/2022,02/17/2022,FULFILLED,"$2,238.60"
ORD0003015,937,5,10/30/2020,11/04/2020,FULFILLED,$389.84
ORD0000715,2123,9,04/20/2019,04/25/2019,FULFILLED,$574.18
ORD0001580,1446,10,11/25/2019,11/26/2019,RETURNED,$445.52
ORD0025326,1601,1,09/04/2023,09/07/2023,FULFILLED,"$1,510.58"
ORD0024330,1710,10,11/13/2021,11/16/2021,FULFILLED,$536.45
ORD0001188,36,5,03/02/2022,03/07/2022,FULFILLED,$356.92
ORD0041824,171,1,05/17/2023,05/18/2023,FULFILLED,$266.39
ORD0028911,2016,1,06/20/2022,,CANCELLED,$238.82
ORD0034666,2052,4,09/05/2022,09/09/2022,FULFILLED,$116.50
ORD0064505,2169,1,03/08/2022,03/10/2022,FULFILLED,$958.55
ORD0045025,2413,5,09/19/2023,09/20/2023,FULFILLED,$899.52
ORD0030940,403,6,10/28/2021,10/30/2021,FULFILLED,"$1,130.01"
ORD0028334,1023,3,12/03/2020,12/07/2020,RETURNED,$661.26
ORD0040082,410,5,07/04/2022,07/05/2022,FULFILLED,$910.56
ORD0019769,254,1,09/12/2022,09/14/2022,FULFILLED,$543.02
ORD0060231,2189,1,01/06/2023,01/09/2023,FULFILLED,$559.02
ORD0005990,724,1,09/08/2020,09/12/2020,FULFILLED,$330.72
ORD0016481,711,7,07/16/2020,07/18/2020,FULFILLED,$33.66
ORD0056162,874,9,09/09/2021,09/13/2021,FULFILLED,$439.35
ORD0042812,817,7,08/12/2021,,CANCELLED,$90.88
ORD0067787,1776,1,04/22/2021,04/26/2021,FULFILLED,$321.60
ORD0011992,2021,4,04/28/2020,04/29/2020,FULFILLED,"$1,372.42"
ORD0041076,1626,10,03/10/2021,03/15/2021,FULFILLED,$703.12
ORD0025837,1251,4,01/14/2022,01/19/2022,FULFILLED,$994.62
ORD0048893,1242,1,02/22/2019,02/26/2019,FULFILLED,"$1,499.52"
ORD0005005,80,9,09/05/2023,09/10/2023,RETURNED,$666.83
ORD0042463,834,10,12/23/2020,12/27/2020,FULFILLED,$841.75
ORD0033143,2231,9,11/21/2019,11/24/2019,FULFILLED,"$1,698.64"
ORD0057299,1877,1,08/15/2021,08/17/2021,RETURNED,$381.35
ORD0061635,2080,1,01/27/2020,02/01/2020,FULFILLED,$713.07
ORD0021342,2227,1,05/13/2021,05/16/2021,FULFILLED,"$1,237.16"
ORD0007362,1168,1,07/28/2021,07/30/2021,FULFILLED,$216.39
ORD0044709,865,1,06/29/2023,07/02/2023,FULFILLED,$374.28
ORD0057098,177,5,11/23/2023,11/26/2023,FULFILLED,"$1,402.52"
ORD0020476,1563,3,01/21/2021,,CANCELLED,"$1,251.29"
ORD0002739,1167,1,09/19/2019,09/21/2019,FULFILLED,"$1,196.45"
ORD0045628,401,10,10/26/2023,10/29/2023,FULFILLED,"$2,357.37"
ORD0015471,172,9,09/27/2020,09/30/2020,FULFILLED,$329.07
ORD0021580,399,1,08/24/2020,08/27/2020,FULFILLED,$622.62
ORD0021216,1452,10,12/06/2019,12/10/2019,FULFILLED,$907.56
ORD0045345,1276,8,06/19/2019,06/20/2019,FULFILLED,$561.16
ORD0004643,2030,1,05/25/2023,05/30/2023,FULFILLED,$202.53
ORD0013987,1709,1,02/03/2023,02/06/2023,FULFILLED,$95.10
ORD0027689,1109,5,01/03/2020,01/08/2020,FULFILLED,$860.38
ORD0002743,1831,1,10/06/2022,10/11/2022,FULFILLED,$463.68
ORD0039331,126,1,02/15/2023,02/18/2023,FULFILLED,$863.94
ORD0057020,1754,4,04/19/2022,04/20/2022,FULFILLED,$119.20
ORD0006581,311,6,01/16/2023,01/19/2023,FULFILLED,$862.60
ORD0018336,1789,1,11/05/2019,11/08/2019,RETURNED,$192.60
ORD0060989,2457,4,02/22/2022,02/24/2022,FULFILLED,$885.15
ORD0050204,2334,6,09/24/2021,09/26/2021,FULFILLED,$725.36
ORD0065914,1174,4,03/12/2022,03/13/2022,FULFILLED,"$1,251.12"
ORD0055846,837,1,09/28/2020,10/01/2020,FULFILLED,"$1,486.86"
ORD0005320,1252,8,09/21/2023,09/25/2023,FULFILLED,$209.60
ORD0011217,253,1,03/22/2022,03/25/2022,FULFILLED,$74.16
ORD0036313,976,5,12/09/2019,12/14/2019,FULFILLED,"$1,071.14"
ORD0060255,151,6,04/06/2022,04/10/2022,FULFILLED,$172.04
ORD0013676,1705,1,07/04/2020,07/06/2020,FULFILLED,$422.80
ORD0025514,1777,2,01/15/2020,01/16/2020,FULFILLED,$485.46
ORD0016224,137,5,04/15/2021,04/19/2021,RETURNED,"$5,894.62"
ORD0048946,551,6,04/28/2020,05/01/2020,FULFILLED,$188.86
ORD0063697,1321,1,08/11/2023,08/13/2023,FULFILLED,$415.78
ORD0050491,189,1,01/21/2022,01/25/2022,RETURNED,"$1,961.41"
ORD0021624,546,7,08/20/2019,08/23/2019,FULFILLED,"$1,144.54"
ORD0020498,433,9,07/03/2023,07/06/2023,FULFILLED,$653.69
ORD0063804,2338,5,06/12/2023,06/17/2023,FULFILLED,$330.55
ORD0042085,1389,10,11/21/2020,11/23/2020,RETURNED,$246.77
ORD0028048,183,1,06/24/2022,06/26/2022,FULFILLED,$230.46
ORD0027627,1155,6,07/25/2019,07/29/2019,FULFILLED,"$1,799.58"
ORD0000990,967,6,02/03/2021,02/04/2021,FULFILLED,"$1,663.28"
ORD0015057,1822,6,05/17/2023,05/20/2023,FULFILLED,"$1,853.14"
ORD0006746,1574,10,11/10/2023,11/15/2023,FULFILLED,$271.04
ORD0001040,946,4,01/04/2019,01/07/2019,FULFILLED,$123.72
ORD0038891,171,1,05/31/2019,06/04/2019,FULFILLED,$323.95
ORD0023013,666,9,10/02/2023,10/07/2023,FULFILLED,$512.20
ORD0034965,321,6,12/11/2020,12/12/2020,FULFILLED,$988.20
ORD0000581,185,9,06/20/2019,06/21/2019,FULFILLED,$394.36
ORD0004824,452,4,05/20/2019,05/22/2019,FULFILLED,$243.46
ORD0038689,2148,1,05/01/2019,05/03/2019,FULFILLED,$794.96
ORD0049557,1518,1,07/11/2022,07/16/2022,FULFILLED,$389.20
ORD0006092,742,5,04/18/2023,04/21/2023,RETURNED,$501.92
ORD0064551,1908,9,01/08/2020,01/09/2020,FULFILLED,"$1,016.20"
ORD0015980,159,5,10/13/2021,10/17/2021,FULFILLED,"$1,605.99"
ORD0043044,629,4,09/01/2023,09/04/2023,RETURNED,$911.52
ORD0059934,1169,3,03/30/2021,04/01/2021,FULFILLED,$488.33
ORD0031730,583,6,08/22/2023,08/24/2023,FULFILLED,$680.22
ORD0038335,2204,1,12/22/2020,12/27/2020,FULFILLED,"$1,057.81"
ORD0049986,207,4,02/11/2019,02/15/2019,FULFILLED,$753.19
ORD0069698,2022,1,11/21/2023,11/24/2023,FULFILLED,$329.46
ORD0041492,1865,8,06/27/2019,07/02/2019,FULFILLED,$590.77
ORD0010126,190,1,10/07/2022,10/09/2022,FULFILLED,"$1,280.76"
ORD0038018,1682,5,04/11/2022,04/15/2022,RETURNED,$549.32
ORD0013877,1173,4,01/11/2019,01/15/2019,FULFILLED,$527.78
ORD0031932,80,3,04/21/2023,04/23/2023,FULFILLED,$170.23
ORD0063848,1826,5,12/25/2020,12/28/2020,FULFILLED,$820.94
ORD0008367,2290,3,10/26/2023,10/31/2023,FULFILLED,"$1,285.16"
ORD0020814,1609,1,04/03/2023,04/05/2023,FULFILLED,$564.90
ORD0030439,821,1,12/21/2021,12/25/2021,FULFILLED,$922.79
ORD0029834,2434,1,02/02/2021,02/06/2021,FULFILLED,$103.70
ORD0043601,2119,7,10/27/2020,10/28/2020,FULFILLED,"$2,819.55"
ORD0051097,594,4,09/05/2022,09/09/2022,FULFILLED,"$1,088.87"
ORD0001204,1926,1,05/17/2023,05/20/2023,FULFILLED,$531.18
ORD0038518,130,3,08/24/2023,08/27/2023,FULFILLED,"$1,189.76"
ORD0055131,1620,10,02/25/2019,,CANCELLED,"$1,252.39"
ORD0021956,2269,1,09/14/2023,09/16/2023,FULFILLED,$934.69
ORD0064207,659,8,01/12/2023,01/13/2023,FULFILLED,"$1,847.06"
ORD0016359,126,1,08/31/2020,09/02/2020,RETURNED,"$1,541.55"
ORD0044981,2319,1,09/15/2020,09/20/2020,FULFILLED,"$2,083.88"
ORD0030169,2018,10,05/18/2023,05/23/2023,FULFILLED,$747.40
ORD0016510,1468,1,03/02/2022,03/07/2022,FULFILLED,$44.38
ORD0056169,1294,1,08/29/2019,09/03/2019,FULFILLED,"$1,644.77"
ORD0015909,1878,7,01/10/2022,01/15/2022,FULFILLED,$38.92
ORD0049252,1440,1,08/09/2022,08/10/2022,FULFILLED,$311.73
ORD0024598,325,9,01/20/2023,01/23/2023,RETURNED,$91.31
ORD0049382,1496,1,02/22/2019,02/27/2019,RETURNED,$702.36
ORD0001335,1243,10,01/11/2022,01/12/2022,FULFILLED,$436.85
ORD0014106,1527,10,04/05/2021,04/06/2021,FULFILLED,"$1,579.66"
ORD0066385,544,6,11/08/2022,,CANCELLED,$418.87
ORD0036798,1729,10,08/12/2019,08/16/2019,FULFILLED,$769.38
ORD0031090,2077,1,11/13/2022,11/15/2022,FULFILLED,$712.88
ORD0014467,1089,7,03/28/2022,03/29/2022,FULFILLED,"$3,245.99"
ORD0012143,522,10,05/24/2023,05/29/2023,FULFILLED,"$3,378.79"
ORD0003123,2413,6,09/28/2020,09/29/2020,FULFILLED,$558.68
ORD0053745,2411,4,02/22/2023,02/27/2023,FULFILLED,"$1,057.31"
ORD0012557,1982,10,09/27/2019,09/28/2019,FULFILLED,"$2,196.65"
ORD0063713,2025,8,11/02/2021,11/06/2021,RETURNED,"$1,134.70"
ORD0004272,1001,8,10/10/2023,10/11/2023,FULFILLED,$20.76
ORD0050731,1601,4,05/16/2021,05/21/2021,FULFILLED,$749.68
ORD0024870,30,7,09/24/2021,09/27/2021,FULFILLED,$398.71
ORD0003695,98,6,09/06/2022,09/11/2022,FULFILLED,$776.43
ORD0037277,2113,8,11/17/2019,11/22/2019,FULFILLED,$807.03
ORD0009864,2150,6,05/04/2019,05/06/2019,FULFILLED,$415.11
ORD0052782,2121,1,12/26/2022,12/30/2022,FULFILLED,$525.01
ORD0049723,1897,5,09/19/2023,09/20/2023,FULFILLED,$394.46
ORD0008714,1194,8,08/15/2022,08/16/2022,FULFILLED,"$1,356.68"
ORD0009070,138,10,11/30/2020,12/01/2020,FULFILLED,$526.22
ORD0039746,2120,8,05/15/2020,05/19/2020,FULFILLED,$304.49
ORD0011622,1808,10,09/16/2019,09/18/2019,FULFILLED,$744.38
ORD0052707,1265,10,06/02/2020,06/05/2020,FULFILLED,"$2,181.54"
ORD0045925,2203,5,01/01/2022,01/03/2022,FULFILLED,$160.31
ORD0019392,686,7,12/31/2019,01/04/2020,FULFILLED,$223.83
ORD0021967,1868,1,12/06/2019,12/10/2019,RETURNED,$924.15
ORD0060223,871,1,12/23/2021,12/28/2021,FULFILLED,$893.53
ORD0041470,1625,9,10/31/2019,11/01/2019,FULFILLED,"$1,069.24"
ORD0058544,1189,1,06/21/2023,06/26/2023,FULFILLED,$295.12
ORD0050040,1312,1,05/04/2020,05/05/2020,FULFILLED,$161.92
ORD0048181,2184,1,01/03/2023,01/05/2023,FULFILLED,$427.27
ORD0031665,1486,1,03/24/2021,,CANCELLED,$100.05
ORD0032274,2098,7,08/11/2023,08/14/2023,FULFILLED,$417.89
ORD0059988,847,3,05/16/2023,05/17/2023,FULFILLED,$78.39
ORD0018189,2172,5,03/16/2023,03/18/2023,FULFILLED,$818.88
ORD0037897,507,1,08/24/2022,08/26/2022,FULFILLED,"$3,147.36"
ORD0050337,386,1,01/15/2021,01/20/2021,FULFILLED,$105.92
ORD0024541,209,1,12/25/2022,12/28/2022,FULFILLED,$261.24
ORD0049954,1778,9,09/30/2023,10/01/2023,FULFILLED,$543.71
ORD0068349,1469,1,07/23/2022,07/26/2022,FULFILLED,"$1,704.16"
ORD0056116,1333,7,06/02/2022,06/07/2022,RETURNED,$84.60
ORD0060209,532,7,12/02/2020,12/05/2020,FULFILLED,$367.72
ORD0019270,690,1,08/14/2019,08/18/2019,RETURNED,$481.87
ORD0050298,2248,1,01/18/2022,01/21/2022,FULFILLED,$365.36
ORD0046527,92,5,08/13/2022,08/15/2022,FULFILLED,"$1,644.55"
ORD0062899,839,1,04/13/2023,,CANCELLED,$606.16
ORD0028195,843,8,01/01/2019,01/04/2019,FULFILLED,$742.07
ORD0046664,2372,1,06/17/2022,06/18/2022,FULFILLED,$250.68
ORD0009853,1699,7,03/20/2023,03/23/2023,FULFILLED,$146.76
ORD0035087,1313,1,08/30/2022,08/31/2022,FULFILLED,"$1,477.25"
ORD0027129,1375,4,03/25/2021,03/30/2021,FULFILLED,"$2,243.12"
ORD0026499,251,1,07/01/2022,07/02/2022,FULFILLED,"$1,630.16"
ORD0027175,889,1,02/12/2022,02/13/2022,FULFILLED,$311.00
ORD0069078,1658,1,05/19/2023,05/20/2023,FULFILLED,$552.76
ORD0019262,22,2,06/26/2019,06/29/2019,FULFILLED,$548.47
ORD0029927,1991,1,12/07/2022,,CANCELLED,"$1,085.20"
ORD0025052,519,1,01/17/2021,01/22/2021,FULFILLED,"$1,909.98"
ORD0016946,1778,9,03/14/2019,03/16/2019,FULFILLED,"$1,882.78"
ORD0037764,1178,4,11/25/2021,11/26/2021,FULFILLED,$335.94
ORD0005176,306,4,04/03/2023,04/06/2023,RETURNED,$939.11
ORD0032583,2496,1,08/17/2021,08/18/2021,FULFILLED,"$2,473.11"
ORD0036271,1646,1,11/30/2022,12/03/2022,RETURNED,$138.96
ORD0063224,1003,4,04/27/2021,04/30/2021,FULFILLED,$135.54
ORD0063708,877,4,03/27/2019,03/29/2019,FULFILLED,$413.79
ORD0003024,1319,1,03/30/2022,03/31/2022,FULFILLED,$207.10
ORD0028201,2217,3,12/13/2023,12/17/2023,FULFILLED,$799.42
ORD0001758,371,5,02/03/2020,02/05/2020,FULFILLED,$379.83
ORD0024360,1384,4,07/08/2019,07/11/2019,FULFILLED,$791.46
ORD0061065,1008,5,04/19/2022,04/21/2022,FULFILLED,$962.28
ORD0002935,1921,5,09/29/2023,10/02/2023,FULFILLED,$114.03
ORD0055953,2078,4,03/30/2023,04/03/2023,FULFILLED,$718.61
ORD0025210,436,10,01/07/2021,01/10/2021,FULFILLED,$618.71
ORD0025246,578,5,01/26/2022,,CANCELLED,$860.84
ORD0049107,499,3,10/07/2019,10/08/2019,FULFILLED,$660.25
ORD0014882,2432,8,08/24/2023,,CANCELLED,$84.49
ORD0032092,1446,7,06/21/2019,06/22/2019,FULFILLED,$790.60
ORD0009424,843,3,06/20/2023,06/21/2023,FULFILLED,$149.76
ORD0006741,1431,1,10/28/2021,10/31/2021,FULFILLED,$677.50
ORD0006122,706,4,06/21/2021,06/25/2021,FULFILLED,$969.73
ORD0055177,2379,1,05/29/2021,06/01/2021,FULFILLED,$480.90
ORD0027764,1132,1,08/17/2023,08/22/2023,FULFILLED,$661.30
ORD0017666,133,7,05/23/2023,05/25/2023,RETURNED,"$1,757.17"
ORD0055051,2254,1,07/29/2019,,CANCELLED,"$2,037.96"
ORD0036372,969,9,11/01/2021,11/02/2021,FULFILLED,$166.74
ORD0040815,830,6,07/28/2021,08/02/2021,FULFILLED,$367.72
ORD0011469,1860,4,02/28/2022,03/03/2022,FULFILLED,$333.66
ORD0022284,172,3,09/07/2020,09/08/2020,FULFILLED,$440.00
ORD0009035,1549,1,04/29/2019,05/01/2019,FULFILLED,$794.38
ORD0021934,1450,8,08/25/2022,08/30/2022,FULFILLED,"$1,761.40"
ORD0063010,385,1,09/01/2020,09/06/2020,FULFILLED,$141.13
ORD0012282,1114,5,11/13/2020,11/17/2020,FULFILLED,$383.40
ORD0026346,818,7,02/23/2021,02/27/2021,FULFILLED,"$1,286.62"
ORD0003830,712,1,05/08/2023,05/10/2023,FULFILLED,$982.56
ORD0039848,1982,7,11/29/2020,12/01/2020,FULFILLED,$826.56
ORD0036794,696,8,07/09/2021,07/11/2021,FULFILLED,$470.24
ORD0032197,2090,1,11/25/2021,11/29/2021,FULFILLED,"$2,387.78"
ORD0069824,955,1,10/09/2021,10/10/2021,FULFILLED,"$2,026.07"
ORD0051816,318,1,02/10/2022,02/14/2022,FULFILLED,$435.74
ORD0012718,411,1,11/20/2019,11/22/2019,FULFILLED,$600.86
ORD0037264,2497,9,05/30/2021,06/04/2021,FULFILLED,"$2,332.68"
ORD0004039,2128,1,04/25/2023,04/28/2023,FULFILLED,$135.46
ORD0035268,2202,1,03/18/2022,03/19/2022,FULFILLED,$443.44
ORD0008599,2396,10,02/24/2022,02/28/2022,FULFILLED,$224.59
ORD0050550,194,5,03/29/2019,,CANCELLED,$309.00
ORD0054810,2130,8,04/30/2021,05/01/2021,FULFILLED,$300.96
ORD0055037,2001,1,07/25/2022,07/26/2022,FULFILLED,"$1,241.53"
ORD0009734,1621,2,03/08/2020,03/10/2020,FULFILLED,$85.25
ORD0039499,1903,6,11/15/2023,11/16/2023,FULFILLED,"$2,593.61"
ORD0066983,2442,6,12/18/2023,12/21/2023,FULFILLED,$626.33
ORD0056380,100,1,02/28/2021,03/02/2021,FULFILLED,$117.98
ORD0056301,223,5,07/12/2023,07/17/2023,FULFILLED,"$1,597.59"
ORD0018362,2427,10,05/21/2019,05/26/2019,FULFILLED,$750.63
ORD0046051,1123,1,07/04/2023,07/09/2023,FULFILLED,$31.98
ORD0059585,720,4,02/08/2021,02/09/2021,FULFILLED,$506.23
ORD0055666,2082,1,10/29/2020,10/31/2020,FULFILLED,$957.33
ORD0068006,416,8,07/31/2023,08/04/2023,FULFILLED,"$1,080.91"
ORD0060728,1170,6,02/03/2021,02/04/2021,FULFILLED,$825.61
ORD0026525,2279,4,11/13/2022,11/18/2022,FULFILLED,$305.64
ORD0005916,2030,1,11/17/2023,11/18/2023,FULFILLED,"$1,155.50"
ORD0069385,311,8,04/09/2021,04/14/2021,FULFILLED,$572.76
ORD0043619,1075,7,05/09/2019,05/11/2019,FULFILLED,$874.16
ORD0064750,2322,6,02/20/2022,02/23/2022,FULFILLED,"$1,608.31"
ORD0007180,2358,1,07/04/2023,07/08/2023,FULFILLED,$948.58
ORD0010057,2020,1,09/07/2021,09/08/2021,FULFILLED,"$1,178.00"
ORD0068810,2328,3,02/21/2023,02/24/2023,FULFILLED,$549.92
ORD0055455,453,9,12/26/2019,,CANCELLED,$640.26
ORD0003990,2496,3,11/18/2019,11/23/2019,FULFILLED,$488.17
ORD0017419,607,3,10/13/2023,10/16/2023,FULFILLED,$192.46
ORD0028451,259,10,02/26/2021,02/27/2021,FULFILLED,$321.00
ORD0045560,1639,10,02/07/2023,02/10/2023,FULFILLED,$204.33
ORD0040257,496,8,08/18/2021,08/21/2021,FULFILLED,$314.72
ORD0022811,2499,10,06/19/2023,06/20/2023,FULFILLED,"$1,719.52"
ORD0052063,1272,1,09/27/2023,09/28/2023,FULFILLED,$619.59
ORD0028081,2496,7,05/23/2023,05/26/2023,FULFILLED,$922.66
ORD0049794,288,8,12/07/2023,12/09/2023,FULFILLED,$159.00
ORD0043739,688,1,11/18/2020,11/19/2020,FULFILLED,$266.80
ORD0043892,754,5,04/01/2022,04/02/2022,FULFILLED,$556.65
ORD0044834,1979,1,08/04/2020,08/08/2020,FULFILLED,$473.01
ORD0036753,353,1,07/29/2022,07/30/2022,FULFILLED,$857.92
