event_id,machine_id,event_date,event_type,failure_mode,downtime_hours,repair_cost
1055,13,2023-07-29,Preventive,,1.7,223.15
1056,13,2023-08-29,Preventive,,1.2,525.13
1057,13,2023-09-28,Preventive,,3.8,541.98
1058,13,2023-10-27,Preventive,,1.6,389.26
1059,13,2023-11-28,Preventive,,1.3,324.17
1060,13,2023-12-31,Preventive,,1.8,481.07
1061,14,2019-01-19,Preventive,,3.9,406.41
1062,14,2019-02-14,Preventive,,1.7,711.14
1063,14,2019-03-15,Preventive,,1.3,247.68
1064,14,2019-04-12,Preventive,,1.4,735.68
1065,14,2019-05-12,Preventive,,1.5,343.14
1066,14,2019-05-20,Failure,Bearing wear,3.6,1582.41
1067,14,2019-06-10,Preventive,,2.7,370.05
1068,14,2019-06-15,Failure,Control fault,3.5,550.3
1069,14,2019-07-11,Preventive,,2.0,446.23
1070,14,2019-07-17,Failure,Roller misalignment,2.3,2106.81
1071,14,2019-08-13,Preventive,,3.9,619.07
1072,14,2019-09-09,Preventive,,1.7,407.77
1073,14,2019-10-06,Preventive,,3.5,594.94
1074,14,2019-10-20,Failure,Bearing wear,10.6,6093.69
1075,14,2019-11-04,Preventive,,1.1,348.9
1076,14,2019-11-23,Failure,Bearing wear,4.6,679.79
1077,14,2019-12-02,Preventive,,3.5,877.82
1078,14,2019-12-31,Preventive,,3.7,241.73
1079,14,2020-01-03,Failure,Hydraulic leak,3.4,945.14
1080,14,2020-02-02,Preventive,,3.6,498.36
1081,14,2020-03-05,Preventive,,2.2,730.6
1082,14,2020-04-04,Preventive,,2.3,899.65
1083,14,2020-05-04,Preventive,,2.6,493.03
1084,14,2020-06-01,Preventive,,1.4,805.76
1085,14,2020-06-30,Preventive,,2.6,404.7
1086,14,2020-08-01,Preventive,,2.4,612.11
1087,14,2020-09-03,Preventive,,1.4,583.33
1088,14,2020-09-09,Failure,Blade dull,2.3,1266.48
1089,14,2020-09-13,Failure,Roller misalignment,4.4,1773.09
1090,14,2020-09-29,Preventive,,3.9,360.51
1091,14,2020-10-28,Preventive,,3.6,747.59
1092,14,2020-11-15,Failure,Hydraulic leak,3.2,2867.4
1093,14,2020-11-29,Preventive,,1.9,423.25
1094,14,2020-12-07,Failure,Blade dull,6.6,605.84
1095,14,2020-12-27,Preventive,,3.0,683.37
1096,14,2021-01-23,Preventive,,3.3,248.4
1097,14,2021-02-20,Preventive,,2.5,839.14
1098,14,2021-03-25,Preventive,,3.4,322.51
1099,14,2021-04-28,Preventive,,3.6,476.46
1100,14,2021-05-11,Failure,Roller misalignment,3.1,2692.92
1101,14,2021-05-25,Preventive,,3.6,774.38
1102,14,2021-06-24,Preventive,,3.6,644.73
1103,14,2021-07-07,Failure,Bearing wear,2.4,2372.99
1104,14,2021-07-21,Preventive,,3.4,262.74
1105,14,2021-08-17,Preventive,,1.5,403.39
1106,14,2021-09-15,Preventive,,3.8,475.43
1107,14,2021-10-15,Preventive,,2.4,293.39
1108,14,2021-10-30,Failure,Control fault,2.1,2033.34
1109,14,2021-11-11,Preventive,,1.9,287.79
1110,14,2021-11-17,Failure,Web break,3.9,1065.98
1111,14,2021-12-11,Preventive,,3.0,862.36
1112,14,2022-01-09,Preventive,,3.0,556.05
1113,14,2022-02-05,Failure,Roller misalignment,3.4,1398.97
1114,14,2022-02-08,Preventive,,1.3,658.63
1115,14,2022-03-11,Preventive,,2.5,315.92
1116,14,2022-04-09,Preventive,,4.0,315.49
1117,14,2022-05-12,Preventive,,2.7,895.14
1118,14,2022-06-14,Preventive,,2.1,703.55
1119,14,2022-07-01,Failure,Hydraulic leak,2.4,1059.84
1120,14,2022-07-12,Preventive,,3.7,343.79
1121,14,2022-08-11,Preventive,,1.2,216.46
1122,14,2022-09-07,Preventive,,3.0,545.56
1123,14,2022-10-09,Preventive,,3.0,812.15
1124,14,2022-11-09,Preventive,,2.6,758.65
1125,14,2022-12-11,Preventive,,2.0,733.66
1126,14,2023-01-13,Preventive,,1.0,637.97
1127,14,2023-02-13,Preventive,,2.6,416.05
1128,14,2023-03-19,Preventive,,2.5,824.47
1129,14,2023-04-21,Preventive,,1.2,411.41
1130,14,2023-05-16,Failure,Web break,1.0,2042.6
1131,14,2023-05-23,Preventive,,3.1,716.53
1132,14,2023-05-23,Failure,Control fault,6.7,1989.03
1133,14,2023-06-25,Preventive,,1.9,896.86
1134,14,2023-07-21,Preventive,,3.4,572.96
1135,14,2023-08-20,Preventive,,3.1,546.97
1136,14,2023-09-23,Preventive,,3.7,694.83
1137,14,2023-10-07,Failure,Bearing wear,4.7,8583.69
1138,14,2023-10-21,Preventive,,2.9,227.07
1139,14,2023-11-17,Preventive,,2.5,474.46
1140,14,2023-12-14,Preventive,,1.8,309.44
1141,15,2019-01-25,Preventive,,3.5,820.18
1142,15,2019-02-19,Failure,Web break,3.7,2411.46
1143,15,2019-02-23,Preventive,,2.1,634.66
1144,15,2019-02-27,Failure,Blade dull,2.5,830.88
1145,15,2019-03-20,Failure,Blade dull,7.4,3424.48
1146,15,2019-03-27,Preventive,,1.4,623.91
1147,15,2019-04-16,Failure,Blade dull,4.5,2724.66
1148,15,2019-04-23,Failure,Web break,5.6,499.49
1149,15,2019-04-30,Preventive,,1.7,537.53
1150,15,2019-05-26,Preventive,,1.6,763.01
1151,15,2019-06-29,Preventive,,1.2,404.74
1152,15,2019-07-27,Preventive,,1.9,232.2
1153,15,2019-08-25,Preventive,,3.8,756.36
1154,15,2019-09-27,Preventive,,2.7,815.21
1155,15,2019-10-27,Preventive,,3.8,328.57
1156,15,2019-11-19,Failure,Control fault,4.4,1895.26
1157,15,2019-11-24,Preventive,,3.3,790.86
1158,15,2019-12-28,Preventive,,2.7,481.48
1159,15,2020-01-28,Preventive,,1.3,259.2
1160,15,2020-02-23,Failure,Bearing wear,8.1,1570.2
1161,15,2020-02-26,Preventive,,2.0,253.24
1162,15,2020-03-25,Preventive,,3.8,676.7
1163,15,2020-04-01,Failure,Hydraulic leak,6.3,661.3
1164,15,2020-04-27,Preventive,,1.9,861.77
1165,15,2020-05-26,Preventive,,1.5,608.81
1166,15,2020-06-22,Preventive,,1.5,672.54
1167,15,2020-07-24,Preventive,,3.3,220.85
1168,15,2020-08-20,Preventive,,2.2,479.6
1169,15,2020-09-23,Preventive,,1.0,262.95
1170,15,2020-10-27,Preventive,,3.0,457.98
1171,15,2020-11-29,Preventive,,3.1,252.47
1172,15,2020-12-31,Preventive,,1.9,423.64
1173,15,2021-02-03,Preventive,,3.9,238.36
1174,15,2021-02-07,Failure,Roller misalignment,4.3,1306.0
1175,15,2021-03-06,Preventive,,1.7,636.37
1176,15,2021-04-05,Preventive,,2.8,441.16
1177,15,2021-05-08,Preventive,,1.8,231.07
1178,15,2021-05-20,Failure,Motor overheat,4.5,1457.5
1179,15,2021-06-11,Preventive,,2.0,538.74
1180,15,2021-07-10,Preventive,,3.3,442.32
1181,15,2021-07-21,Failure,Control fault,1.8,621.47
1182,15,2021-08-06,Preventive,,3.6,434.45
1183,15,2021-09-01,Preventive,,2.7,794.59
1184,15,2021-09-03,Failure,Control fault,1.6,641.96
1185,15,2021-10-03,Preventive,,1.6,345.03
1186,15,2021-11-03,Preventive,,1.2,532.49
1187,15,2021-12-04,Preventive,,3.5,648.66
1188,15,2022-01-06,Preventive,,2.7,767.48
1189,15,2022-02-01,Preventive,,3.5,849.75
1190,15,2022-02-27,Preventive,,3.8,455.39
1191,15,2022-03-25,Preventive,,3.6,711.0
1192,15,2022-04-27,Preventive,,1.9,692.92
1193,15,2022-05-25,Preventive,,2.0,730.96
1194,15,2022-06-28,Preventive,,3.9,826.3
1195,15,2022-07-27,Preventive,,2.6,775.9
1196,15,2022-07-30,Failure,Control fault,5.3,1357.94
1197,15,2022-08-26,Preventive,,1.7,824.76
1198,15,2022-09-29,Preventive,,3.0,333.77
1199,15,2022-10-25,Preventive,,2.5,454.3
1200,15,2022-11-25,Preventive,,1.3,522.2
1201,15,2022-12-19,Failure,Blade dull,1.4,899.87
1202,15,2022-12-28,Preventive,,2.1,616.94
1203,15,2023-01-29,Preventive,,2.5,868.28
1204,15,2023-02-02,Failure,Bearing wear,3.0,1790.59
1205,15,2023-02-27,Preventive,,1.7,244.45
1206,15,2023-03-05,Failure,Hydraulic leak,4.0,1845.51
1207,15,2023-03-25,Failure,Hydraulic leak,5.4,408.44
1208,15,2023-03-26,Failure,Roller misalignment,2.0,1503.92
1209,15,2023-03-29,Preventive,,1.6,736.24
1210,15,2023-04-03,Failure,Roller misalignment,4.6,820.49
1211,15,2023-04-28,Preventive,,1.2,225.08
1212,15,2023-05-26,Preventive,,2.7,730.6
1213,15,2023-05-30,Failure,Roller misalignment,2.3,575.63
1214,15,2023-06-24,Preventive,,1.4,518.81
1215,15,2023-07-20,Preventive,,1.8,419.83
1216,15,2023-08-15,Preventive,,2.9,587.85
1217,15,2023-09-16,Preventive,,2.2,429.16
1218,15,2023-10-18,Preventive,,1.5,742.1
1219,15,2023-11-21,Preventive,,1.5,526.25
1220,15,2023-12-17,Preventive,,3.7,474.01
1221,16,2019-01-20,Preventive,,2.5,865.06
1222,16,2019-02-15,Preventive,,1.5,551.25
1223,16,2019-03-15,Preventive,,3.1,259.57
1224,16,2019-04-18,Preventive,,1.1,586.53
1225,16,2019-05-21,Preventive,,2.0,260.28
1226,16,2019-06-17,Preventive,,2.0,399.23
1227,16,2019-07-16,Preventive,,3.8,471.44
1228,16,2019-07-28,Failure,Hydraulic leak,4.1,766.79
1229,16,2019-08-02,Failure,Blade dull,2.0,614.71
1230,16,2019-08-17,Preventive,,3.5,264.05
1231,16,2019-09-18,Preventive,,3.0,389.61
1232,16,2019-10-19,Preventive,,2.0,581.12
1233,16,2019-11-14,Preventive,,1.5,297.95
1234,16,2019-12-18,Preventive,,1.6,819.36
1235,16,2020-01-19,Preventive,,4.0,809.83
1236,16,2020-02-20,Preventive,,3.7,431.9
1237,16,2020-03-19,Preventive,,2.4,508.68
1238,16,2020-04-19,Preventive,,3.3,656.01
1239,16,2020-05-19,Failure,Motor overheat,3.5,1036.45
1240,16,2020-05-21,Preventive,,1.8,802.21
1241,16,2020-06-12,Failure,Control fault,0.6,1229.31
1242,16,2020-06-22,Preventive,,3.7,611.27
1243,16,2020-07-11,Failure,Bearing wear,3.3,785.4
1244,16,2020-07-22,Preventive,,3.6,436.88
1245,16,2020-08-09,Failure,Bearing wear,3.7,1006.06
1246,16,2020-08-20,Preventive,,2.7,704.8
1247,16,2020-09-23,Preventive,,2.8,455.81
1248,16,2020-09-25,Failure,Bearing wear,2.7,1537.63
1249,16,2020-10-25,Preventive,,2.7,528.44
1250,16,2020-11-21,Preventive,,3.3,784.32
1251,16,2020-12-24,Preventive,,1.5,353.59
1252,16,2021-01-19,Preventive,,1.6,624.5
1253,16,2021-01-21,Failure,Bearing wear,2.2,930.07
1254,16,2021-02-20,Preventive,,3.4,503.44
1255,16,2021-03-09,Failure,Roller misalignment,4.6,585.63
1256,16,2021-03-18,Preventive,,2.3,882.44
1257,16,2021-04-17,Preventive,,2.8,759.55
1258,16,2021-05-07,Failure,Roller misalignment,13.3,942.34
1259,16,2021-05-20,Preventive,,3.7,378.77
1260,16,2021-06-16,Preventive,,1.4,704.36
1261,16,2021-07-13,Preventive,,2.5,440.68
1262,16,2021-08-08,Preventive,,3.6,655.26
1263,16,2021-09-06,Preventive,,1.4,422.84
1264,16,2021-10-04,Preventive,,3.6,597.42
1265,16,2021-11-06,Preventive,,2.6,885.74
1266,16,2021-12-02,Preventive,,1.8,299.34
1267,16,2021-12-31,Preventive,,3.4,337.59
1268,16,2022-01-27,Preventive,,1.7,261.47
1269,16,2022-02-26,Preventive,,2.0,353.13
1270,16,2022-03-24,Preventive,,1.4,717.03
1271,16,2022-04-23,Preventive,,1.4,523.54
1272,16,2022-05-24,Preventive,,2.0,322.2
1273,16,2022-06-05,Failure,Hydraulic leak,2.9,621.96
1274,16,2022-06-20,Preventive,,2.9,306.24
1275,16,2022-07-17,Preventive,,1.1,793.86
1276,16,2022-08-14,Preventive,,2.4,717.02
1277,16,2022-09-16,Preventive,,1.1,879.46
1278,16,2022-10-18,Preventive,,3.7,398.9
1279,16,2022-11-18,Preventive,,3.0,442.35
1280,16,2022-12-18,Preventive,,2.0,353.82
1281,16,2023-01-14,Preventive,,2.7,525.85
1282,16,2023-02-12,Preventive,,3.7,318.19
1283,16,2023-02-19,Failure,Roller misalignment,4.6,2064.23
1284,16,2023-03-13,Preventive,,2.7,709.7
1285,16,2023-04-10,Preventive,,3.7,434.46
1286,16,2023-04-18,Failure,Web break,3.2,1801.64
1287,16,2023-04-27,Failure,Bearing wear,5.3,456.29
1288,16,2023-05-11,Preventive,,3.7,298.17
1289,16,2023-06-05,Failure,Control fault,1.5,6488.94
1290,16,2023-06-09,Preventive,,2.8,885.14
1291,16,2023-07-09,Preventive,,3.6,408.61
1292,16,2023-08-08,Preventive,,1.6,894.6
1293,16,2023-09-06,Preventive,,1.9,409.45
1294,16,2023-10-02,Preventive,,3.4,760.67
1295,16,2023-10-30,Preventive,,1.4,845.77
1296,16,2023-12-01,Failure,Blade dull,3.2,2693.65
1297,16,2023-12-02,Preventive,,3.9,694.18
1298,17,2019-01-19,Preventive,,1.2,742.58
1299,17,2019-02-20,Preventive,,3.3,805.19
1300,17,2019-03-21,Preventive,,1.9,639.53
1301,17,2019-04-21,Preventive,,2.0,269.73
1302,17,2019-05-22,Preventive,,2.3,771.65
1303,17,2019-06-23,Preventive,,1.6,546.64
1304,17,2019-07-19,Preventive,,3.9,799.83
1305,17,2019-08-20,Preventive,,2.1,674.68
1306,17,2019-08-31,Failure,Blade dull,2.7,4055.28
1307,17,2019-09-16,Preventive,,3.8,688.15
1308,17,2019-10-16,Preventive,,1.3,298.13
1309,17,2019-11-11,Preventive,,1.9,238.81
1310,17,2019-12-07,Failure,Bearing wear,3.1,1084.77
1311,17,2019-12-14,Preventive,,2.9,581.7
1312,17,2020-01-11,Preventive,,1.5,763.75
1313,17,2020-02-06,Preventive,,1.0,367.7
1314,17,2020-03-04,Preventive,,3.8,522.23
1315,17,2020-04-01,Preventive,,1.2,796.4
1316,17,2020-05-01,Preventive,,2.4,769.58
1317,17,2020-06-01,Preventive,,3.7,649.57
1318,17,2020-06-09,Failure,Bearing wear,3.0,2723.09
1319,17,2020-07-01,Preventive,,1.6,617.2
1320,17,2020-07-29,Preventive,,3.6,302.89
1321,17,2020-08-24,Preventive,,2.5,557.08
1322,17,2020-09-23,Preventive,,1.4,607.99
1323,17,2020-10-19,Preventive,,1.2,284.49
1324,17,2020-11-19,Preventive,,2.6,647.29
1325,17,2020-12-11,Failure,Hydraulic leak,1.3,2502.81
1326,17,2020-12-22,Preventive,,2.7,754.49
1327,17,2021-01-25,Preventive,,2.3,742.48
1328,17,2021-02-20,Preventive,,3.1,495.71
1329,17,2021-03-23,Preventive,,3.8,786.1
1330,17,2021-04-20,Preventive,,1.3,815.8
1331,17,2021-05-17,Preventive,,1.3,423.45
1332,17,2021-06-17,Preventive,,1.5,671.21
1333,17,2021-07-16,Preventive,,2.1,383.65
1334,17,2021-08-17,Preventive,,3.4,350.66
1335,17,2021-09-13,Preventive,,2.0,853.52
1336,17,2021-10-05,Failure,Control fault,2.0,1303.1
1337,17,2021-10-11,Preventive,,3.9,894.23
1338,17,2021-11-12,Preventive,,2.2,837.01
1339,17,2021-12-13,Preventive,,1.2,849.71
1340,17,2022-01-09,Preventive,,2.9,510.35
1341,17,2022-02-04,Preventive,,2.0,812.91
1342,17,2022-03-05,Preventive,,1.6,233.64
1343,17,2022-04-08,Preventive,,1.9,369.33
1344,17,2022-05-11,Preventive,,3.5,376.23
1345,17,2022-06-10,Preventive,,1.5,234.92
1346,17,2022-07-09,Preventive,,2.2,888.61
1347,17,2022-08-05,Preventive,,3.3,405.86
1348,17,2022-09-03,Preventive,,2.9,603.82
1349,17,2022-09-29,Preventive,,3.9,588.32
1350,17,2022-09-30,Failure,Web break,2.1,599.02
1351,17,2022-10-28,Preventive,,3.8,409.57
1352,17,2022-11-24,Preventive,,3.1,871.81
1353,17,2022-12-04,Failure,Bearing wear,1.5,1975.5
1354,17,2022-12-25,Preventive,,1.5,787.6
1355,17,2023-01-19,Failure,Bearing wear,9.0,5654.62
1356,17,2023-01-20,Preventive,,1.5,531.29
1357,17,2023-02-18,Preventive,,1.9,640.81
1358,17,2023-03-24,Preventive,,2.8,710.6
1359,17,2023-04-23,Preventive,,1.9,738.86
1360,17,2023-05-24,Preventive,,3.8,542.59
1361,17,2023-05-29,Failure,Motor overheat,2.3,991.7
1362,17,2023-05-31,Failure,Bearing wear,7.8,2270.26
1363,17,2023-06-27,Preventive,,3.6,786.51
1364,17,2023-07-04,Failure,Blade dull,3.0,1512.43
1365,17,2023-07-23,Preventive,,1.5,417.39
1366,17,2023-08-25,Preventive,,3.7,468.11
1367,17,2023-09-23,Preventive,,1.6,748.99
1368,17,2023-10-26,Preventive,,1.8,827.35
1369,17,2023-11-29,Preventive,,2.0,407.44
1370,17,2023-12-26,Preventive,,3.8,409.22
1371,18,2019-01-21,Preventive,,2.8,508.83
1372,18,2019-02-22,Preventive,,1.6,252.87
1373,18,2019-03-25,Preventive,,2.6,839.0
1374,18,2019-04-25,Preventive,,3.2,296.7
1375,18,2019-05-24,Preventive,,1.8,665.45
1376,18,2019-06-18,Failure,Hydraulic leak,2.8,609.32
1377,18,2019-06-21,Preventive,,3.3,748.34
1378,18,2019-07-16,Failure,Blade dull,5.1,1404.82
1379,18,2019-07-24,Preventive,,2.6,412.94
1380,18,2019-08-24,Preventive,,1.6,202.26
1381,18,2019-08-27,Failure,Blade dull,5.5,1109.27
1382,18,2019-09-25,Preventive,,2.9,321.15
1383,18,2019-10-26,Preventive,,2.2,693.77
1384,18,2019-11-24,Preventive,,2.8,260.48
1385,18,2019-12-24,Preventive,,1.4,372.49
1386,18,2020-01-20,Preventive,,1.0,663.85
1387,18,2020-02-21,Preventive,,2.5,279.4
1388,18,2020-03-18,Preventive,,3.6,649.06
1389,18,2020-04-15,Preventive,,2.9,243.72
1390,18,2020-05-11,Failure,Motor overheat,2.9,3395.47
1391,18,2020-05-13,Preventive,,2.8,575.05
1392,18,2020-06-08,Preventive,,3.9,622.23
1393,18,2020-07-07,Preventive,,2.1,619.84
1394,18,2020-08-09,Preventive,,2.0,760.2
1395,18,2020-09-09,Preventive,,2.1,546.25
1396,18,2020-10-11,Preventive,,2.5,652.44
1397,18,2020-11-14,Preventive,,4.0,317.02
1398,18,2020-12-16,Preventive,,2.8,381.53
1399,18,2021-01-13,Preventive,,2.6,534.41
1400,18,2021-02-16,Preventive,,3.7,698.38
1401,18,2021-03-16,Preventive,,3.1,863.26
1402,18,2021-03-27,Failure,Control fault,6.7,3619.33
1403,18,2021-03-27,Failure,Hydraulic leak,4.6,923.09
1404,18,2021-04-13,Preventive,,2.3,788.47
1405,18,2021-05-11,Preventive,,2.6,519.81
1406,18,2021-06-12,Preventive,,1.1,693.47
1407,18,2021-07-12,Preventive,,2.2,221.96
1408,18,2021-08-09,Preventive,,3.9,647.9
1409,18,2021-09-05,Preventive,,2.4,234.92
1410,18,2021-10-08,Preventive,,2.2,213.27
1411,18,2021-11-11,Preventive,,1.9,559.28
1412,18,2021-12-09,Preventive,,1.3,519.87
1413,18,2022-01-05,Preventive,,3.7,434.79
1414,18,2022-01-29,Failure,Roller misalignment,3.1,2951.66
1415,18,2022-02-01,Preventive,,2.3,695.85
1416,18,2022-02-28,Preventive,,1.5,348.73
1417,18,2022-03-29,Preventive,,2.6,300.55
1418,18,2022-04-16,Failure,Web break,4.6,3044.21
1419,18,2022-05-01,Preventive,,2.8,737.52
1420,18,2022-06-03,Preventive,,3.2,684.77
1421,18,2022-07-05,Preventive,,1.1,299.65
1422,18,2022-07-09,Failure,Web break,4.0,775.7
1423,18,2022-07-29,Failure,Bearing wear,1.1,4067.51
1424,18,2022-08-06,Preventive,,3.8,527.88
1425,18,2022-08-12,Failure,Hydraulic leak,4.0,1676.49
1426,18,2022-08-18,Failure,Roller misalignment,2.3,1978.89
1427,18,2022-09-07,Preventive,,3.2,411.14
1428,18,2022-10-09,Preventive,,2.0,637.19
1429,18,2022-10-21,Failure,Motor overheat,4.0,3435.85
1430,18,2022-11-09,Preventive,,2.4,439.54
1431,18,2022-12-13,Preventive,,1.1,677.15
1432,18,2023-01-08,Preventive,,1.1,284.09
1433,18,2023-02-07,Preventive,,3.6,511.25
1434,18,2023-02-23,Failure,Hydraulic leak,1.5,2786.9
1435,18,2023-03-07,Failure,Roller misalignment,2.9,3024.26
1436,18,2023-03-10,Preventive,,3.0,507.32
1437,18,2023-04-09,Preventive,,3.1,322.49
1438,18,2023-05-13,Preventive,,2.7,452.85
1439,18,2023-06-12,Preventive,,3.6,553.84
1440,18,2023-07-12,Preventive,,3.5,275.72
1441,18,2023-07-24,Failure,Web break,4.2,4049.62
1442,18,2023-08-02,Failure,Control fault,6.6,2873.04
1443,18,2023-08-08,Preventive,,3.7,738.31
1444,18,2023-08-08,Failure,Web break,3.9,1949.67
1445,18,2023-09-09,Preventive,,2.4,809.23
1446,18,2023-10-13,Preventive,,2.5,512.61
1447,18,2023-11-11,Preventive,,3.5,791.95
1448,18,2023-11-20,Failure,Blade dull,5.2,1306.3
1449,18,2023-12-15,Preventive,,3.8,562.43
1450,18,2023-12-15,Failure,Roller misalignment,2.4,1898.12
1451,19,2019-01-27,Preventive,,3.8,858.99
1452,19,2019-02-27,Preventive,,2.6,282.03
1453,19,2019-03-02,Failure,Control fault,3.5,1302.53
1454,19,2019-03-07,Failure,Hydraulic leak,6.0,1858.78
1455,19,2019-03-30,Preventive,,1.3,291.28
1456,19,2019-04-25,Preventive,,3.2,774.61
1457,19,2019-05-23,Preventive,,2.9,453.08
1458,19,2019-06-20,Preventive,,1.6,864.3
1459,19,2019-07-09,Failure,Control fault,2.6,899.85
1460,19,2019-07-11,Failure,Control fault,3.4,2262.32
1461,19,2019-07-18,Preventive,,3.8,625.09
1462,19,2019-08-15,Preventive,,1.3,701.37
1463,19,2019-09-08,Failure,Blade dull,3.2,352.94
1464,19,2019-09-14,Preventive,,1.2,453.2
1465,19,2019-10-17,Preventive,,1.1,541.67
1466,19,2019-10-27,Failure,Control fault,4.4,1527.71
1467,19,2019-11-13,Preventive,,2.1,545.31
1468,19,2019-12-12,Preventive,,3.0,349.7
1469,19,2020-01-13,Preventive,,2.4,201.17
1470,19,2020-02-12,Preventive,,3.8,616.96
1471,19,2020-03-01,Failure,Bearing wear,1.4,4387.56
1472,19,2020-03-09,Preventive,,3.6,475.5
1473,19,2020-04-08,Preventive,,2.4,455.1
1474,19,2020-05-07,Preventive,,3.8,444.42
1475,19,2020-06-06,Preventive,,2.2,365.27
1476,19,2020-07-04,Failure,Bearing wear,2.3,833.26
1477,19,2020-07-10,Preventive,,3.5,419.94
1478,19,2020-08-13,Preventive,,3.3,618.7
1479,19,2020-09-14,Preventive,,3.1,745.02
1480,19,2020-10-16,Preventive,,3.4,395.4
1481,19,2020-11-14,Preventive,,3.9,365.02
1482,19,2020-12-07,Failure,Web break,8.4,2940.26
1483,19,2020-12-12,Preventive,,3.0,347.85
1484,19,2021-01-08,Preventive,,1.7,250.6
1485,19,2021-01-14,Failure,Control fault,2.3,3258.23
1486,19,2021-02-05,Preventive,,3.7,316.51
1487,19,2021-03-04,Preventive,,2.8,482.73
1488,19,2021-03-12,Failure,Web break,5.6,3159.76
1489,19,2021-03-31,Preventive,,1.7,540.24
1490,19,2021-05-01,Preventive,,1.3,536.82
1491,19,2021-05-30,Preventive,,3.4,781.7
1492,19,2021-06-10,Failure,Web break,1.6,1236.03
1493,19,2021-06-18,Failure,Roller misalignment,3.5,1329.97
1494,19,2021-07-01,Preventive,,2.0,844.46
1495,19,2021-08-04,Preventive,,3.2,821.89
1496,19,2021-08-21,Failure,Motor overheat,0.5,1641.95
1497,19,2021-09-04,Preventive,,1.5,288.0
1498,19,2021-10-06,Preventive,,3.1,340.56
1499,19,2021-11-08,Preventive,,3.0,859.48
1500,19,2021-12-04,Preventive,,3.4,791.42
1501,19,2021-12-31,Preventive,,1.6,532.93
1502,19,2022-01-28,Preventive,,1.1,682.05
1503,19,2022-02-28,Preventive,,1.6,340.75
1504,19,2022-03-28,Preventive,,3.9,624.13
1505,19,2022-04-29,Preventive,,3.2,237.33
1506,19,2022-05-19,Failure,Control fault,4.7,3504.98
1507,19,2022-05-25,Preventive,,2.9,435.96
1508,19,2022-06-26,Preventive,,3.0,806.06
1509,19,2022-07-30,Preventive,,3.2,423.68
1510,19,2022-09-01,Preventive,,4.0,227.87
1511,19,2022-10-04,Preventive,,3.6,540.69
1512,19,2022-11-05,Preventive,,1.4,742.66
1513,19,2022-12-05,Preventive,,2.0,265.26
1514,19,2023-01-01,Preventive,,2.3,762.79
1515,19,2023-01-19,Failure,Motor overheat,3.4,2125.26
1516,19,2023-01-29,Preventive,,1.2,834.57
1517,19,2023-02-02,Failure,Blade dull,4.1,1544.11
1518,19,2023-03-01,Preventive,,2.0,886.66
1519,19,2023-03-27,Preventive,,3.4,212.1
1520,19,2023-04-25,Preventive,,1.8,662.78
1521,19,2023-05-28,Preventive,,1.8,540.63
1522,19,2023-06-10,Failure,Roller misalignment,2.6,2067.91
1523,19,2023-06-23,Preventive,,2.9,722.75
1524,19,2023-07-22,Preventive,,2.2,399.93
1525,19,2023-08-17,Preventive,,2.8,282.56
1526,19,2023-09-15,Preventive,,1.6,353.71
1527,19,2023-10-13,Failure,Web break,5.1,1695.35
1528,19,2023-10-18,Preventive,,1.2,266.84
1529,19,2023-11-13,Preventive,,1.6,275.36
1530,19,2023-12-02,Failure,Motor overheat,2.2,2476.65
1531,19,2023-12-09,Failure,Bearing wear,13.8,1236.41
1532,19,2023-12-10,Preventive,,1.8,606.45
1533,20,2019-01-21,Preventive,,3.4,575.96
1534,20,2019-02-22,Preventive,,2.0,876.24
1535,20,2019-03-20,Preventive,,2.9,852.01
1536,20,2019-04-17,Preventive,,3.1,776.16
1537,20,2019-05-18,Preventive,,3.0,617.88
1538,20,2019-06-15,Preventive,,3.8,667.75
1539,20,2019-07-11,Preventive,,3.7,883.98
1540,20,2019-08-09,Preventive,,2.5,816.07
1541,20,2019-08-26,Failure,Roller misalignment,2.6,740.24
1542,20,2019-09-08,Preventive,,3.8,354.56
1543,20,2019-09-22,Failure,Blade dull,3.9,1011.61
1544,20,2019-10-11,Preventive,,1.6,775.63
1545,20,2019-11-10,Preventive,,3.8,429.79
1546,20,2019-12-08,Failure,Bearing wear,3.0,681.59
1547,20,2019-12-10,Preventive,,3.3,641.79
1548,20,2020-01-08,Preventive,,2.3,446.91
1549,20,2020-02-05,Preventive,,2.0,763.86
1550,20,2020-03-10,Preventive,,2.5,506.01
1551,20,2020-03-11,Failure,Control fault,1.5,2116.46
1552,20,2020-04-06,Preventive,,2.2,250.06
1553,20,2020-05-08,Preventive,,1.3,714.2
1554,20,2020-06-10,Preventive,,2.2,331.59
1555,20,2020-07-07,Preventive,,1.9,638.11
1556,20,2020-07-12,Failure,Bearing wear,3.3,2885.99
1557,20,2020-08-10,Preventive,,3.6,811.56
1558,20,2020-09-09,Preventive,,2.6,498.73
1559,20,2020-09-10,Failure,Roller misalignment,1.0,541.13
1560,20,2020-10-11,Preventive,,1.8,476.37
1561,20,2020-11-07,Preventive,,3.8,464.11
1562,20,2020-11-20,Failure,Roller misalignment,8.3,1726.51
1563,20,2020-12-10,Preventive,,2.8,353.52
1564,20,2020-12-31,Failure,Hydraulic leak,1.3,1022.3
1565,20,2021-01-11,Preventive,,3.2,739.62
1566,20,2021-02-10,Preventive,,3.5,697.18
1567,20,2021-03-11,Preventive,,1.8,200.66
