order_id,order_date,customer_id,branch_id,sales_rep_employee_id,channel,order_status,ship_date,discount_pct
32359,2022-05-17,608,1,83,Online,Fulfilled,2022-05-21,0.0
32369,2022-05-18,2320,1,3,Field Sales,Fulfilled,2022-05-20,0.1
32412,2022-12-09,553,1,18,Phone,Fulfilled,2022-12-12,0.0
32442,2022-01-10,278,1,238,Field Sales,Fulfilled,2022-01-14,0.0
32451,2022-03-15,1886,1,18,Field Sales,Fulfilled,2022-03-17,0.0
32463,2022-02-12,1579,1,83,Online,Fulfilled,2022-02-15,0.15
32468,2022-05-17,1167,1,5,Phone,Returned,2022-05-22,0.0
32488,2022-10-21,2085,1,83,Online,Fulfilled,2022-10-23,0.1
32489,2022-04-29,2102,1,279,Field Sales,Fulfilled,2022-04-30,0.1
32503,2022-09-06,58,1,161,Field Sales,Fulfilled,2022-09-09,0.1
32526,2022-05-15,705,1,3,Field Sales,Fulfilled,2022-05-18,0.0
32546,2022-07-07,1315,1,238,Field Sales,Fulfilled,2022-07-08,0.05
32556,2022-08-01,1553,1,7,Field Sales,Fulfilled,2022-08-02,0.0
32558,2022-02-14,1742,1,238,Field Sales,Fulfilled,2022-02-17,0.0
32564,2022-06-07,572,1,5,Phone,Fulfilled,2022-06-08,0.0
32567,2022-08-30,1729,1,2,Field Sales,Fulfilled,2022-09-03,0.0
32578,2022-11-02,2268,1,2,Field Sales,Fulfilled,2022-11-05,0.0
32600,2022-02-14,561,1,238,Field Sales,Fulfilled,2022-02-18,0.0
32627,2022-07-02,1491,1,83,Phone,Fulfilled,2022-07-03,0.1
32628,2022-12-19,1338,1,161,Field Sales,Fulfilled,2022-12-24,0.05
32631,2022-08-02,1564,1,18,Online,Fulfilled,2022-08-07,0.0
32640,2022-10-25,1949,1,279,Field Sales,Fulfilled,2022-10-28,0.0
32645,2022-02-10,1962,1,104,Online,Fulfilled,2022-02-13,0.15
32658,2022-04-28,861,1,6,Phone,Fulfilled,2022-04-29,0.1
32681,2022-08-05,704,1,161,Phone,Fulfilled,2022-08-07,0.0
32685,2022-11-10,2166,1,6,Field Sales,Fulfilled,2022-11-15,0.1
32687,2022-11-11,1936,1,104,Phone,Fulfilled,2022-11-16,0.0
32695,2022-02-24,2298,1,18,Field Sales,Fulfilled,2022-02-28,0.1
32707,2022-08-26,1583,1,6,Field Sales,Fulfilled,2022-08-28,0.1
32736,2022-05-12,2322,1,2,Online,Fulfilled,2022-05-16,0.1
32753,2022-07-26,640,1,2,Phone,Cancelled,,0.05
32761,2022-07-21,195,1,83,Field Sales,Fulfilled,2022-07-25,0.0
32782,2022-12-29,415,1,6,Field Sales,Cancelled,,0.05
32783,2022-07-20,756,1,3,Field Sales,Fulfilled,2022-07-21,0.1
32791,2022-06-17,520,1,83,Field Sales,Fulfilled,2022-06-20,0.0
32793,2022-10-11,1910,1,104,Phone,Fulfilled,2022-10-12,0.1
32823,2022-04-04,1808,1,3,Field Sales,Cancelled,,0.0
32829,2022-12-25,806,1,5,Field Sales,Fulfilled,2022-12-30,0.05
32840,2022-01-28,1824,1,161,Phone,Fulfilled,2022-01-29,0.0
32844,2022-10-06,1524,1,2,Phone,Fulfilled,2022-10-09,0.05
32868,2022-12-21,2235,1,18,Phone,Fulfilled,2022-12-26,0.1
32899,2022-05-01,269,1,6,Online,Fulfilled,2022-05-02,0.1
32902,2022-11-30,1441,1,5,Field Sales,Fulfilled,2022-12-01,0.0
32909,2022-07-29,737,1,104,Online,Fulfilled,2022-07-30,0.0
32921,2022-09-26,437,1,161,Field Sales,Fulfilled,2022-09-29,0.05
32935,2022-06-27,2004,1,5,Phone,Fulfilled,2022-06-29,0.0
32943,2022-01-04,673,1,104,Phone,Fulfilled,2022-01-08,0.05
32956,2022-09-27,2473,1,18,Online,Fulfilled,2022-10-01,0.0
32965,2022-04-06,2182,1,5,Field Sales,Returned,2022-04-07,0.0
32981,2022-07-28,290,1,83,Field Sales,Fulfilled,2022-07-29,0.0
33016,2022-11-22,2152,1,83,Online,Fulfilled,2022-11-23,0.0
33019,2022-04-18,1339,1,279,Field Sales,Fulfilled,2022-04-23,0.05
33035,2022-10-05,1311,1,161,Phone,Cancelled,,0.0
33041,2022-04-14,1879,1,3,Field Sales,Fulfilled,2022-04-19,0.1
33051,2022-06-18,2367,1,279,Phone,Fulfilled,2022-06-21,0.0
33052,2022-02-23,2454,1,161,Phone,Fulfilled,2022-02-25,0.05
33053,2022-08-26,1380,1,2,Field Sales,Fulfilled,2022-08-28,0.05
33106,2022-08-08,2438,1,5,Phone,Returned,2022-08-13,0.05
33110,2022-10-22,1518,1,18,Field Sales,Fulfilled,2022-10-24,0.0
33113,2022-06-16,1612,1,18,Phone,Fulfilled,2022-06-19,0.0
33131,2022-01-25,1669,1,2,Field Sales,Fulfilled,2022-01-29,0.0
33155,2022-12-13,806,1,6,Field Sales,Fulfilled,2022-12-15,0.0
33168,2022-10-07,2459,1,161,Field Sales,Fulfilled,2022-10-10,0.0
33187,2022-10-19,991,1,3,Phone,Fulfilled,2022-10-23,0.0
33198,2022-04-05,1031,1,161,Phone,Fulfilled,2022-04-07,0.05
33214,2022-12-28,2198,1,6,Phone,Fulfilled,2022-12-29,0.0
33218,2022-09-06,1414,1,83,Online,Returned,2022-09-11,0.05
33226,2022-10-06,2401,1,6,Field Sales,Fulfilled,2022-10-10,0.15
33240,2022-07-12,1771,1,279,Online,Fulfilled,2022-07-17,0.0
33242,2022-06-29,100,1,104,Field Sales,Fulfilled,2022-06-30,0.0
33245,2022-08-05,1196,1,3,Phone,Fulfilled,2022-08-07,0.05
33285,2022-05-09,1692,1,161,Phone,Fulfilled,2022-05-10,0.0
33287,2022-05-03,551,1,279,Field Sales,Fulfilled,2022-05-08,0.05
33290,2022-07-19,778,1,6,Field Sales,Fulfilled,2022-07-20,0.0
33322,2022-09-30,63,1,83,Field Sales,Fulfilled,2022-10-04,0.15
33327,2022-10-24,488,1,2,Phone,Fulfilled,2022-10-29,0.05
33336,2022-06-15,1469,1,7,Phone,Fulfilled,2022-06-17,0.0
33341,2022-06-06,383,1,83,Phone,Fulfilled,2022-06-11,0.0
33391,2022-11-07,1625,1,7,Field Sales,Fulfilled,2022-11-10,0.0
33395,2022-07-26,513,1,18,Field Sales,Fulfilled,2022-07-31,0.0
33401,2022-09-29,714,1,83,Phone,Fulfilled,2022-09-30,0.0
33443,2022-07-20,1867,1,2,Field Sales,Fulfilled,2022-07-21,0.1
33447,2022-02-21,1962,1,3,Phone,Fulfilled,2022-02-26,0.0
33469,2022-11-18,1199,1,83,Phone,Fulfilled,2022-11-19,0.05
33491,2022-10-27,1617,1,104,Field Sales,Returned,2022-10-31,0.05
33513,2022-06-17,160,1,6,Phone,Fulfilled,2022-06-19,0.0
33518,2022-12-27,2067,1,3,Online,Fulfilled,2022-12-30,0.1
33524,2022-07-01,897,1,3,Phone,Fulfilled,2022-07-02,0.05
33533,2022-12-03,1661,1,104,Online,Returned,2022-12-06,0.05
33534,2022-04-14,75,1,104,Online,Fulfilled,2022-04-18,0.0
33544,2022-10-20,283,1,83,Online,Fulfilled,2022-10-23,0.05
33546,2022-05-31,2299,1,18,Field Sales,Fulfilled,2022-06-02,0.0
33547,2022-08-31,1630,1,161,Phone,Fulfilled,2022-09-04,0.0
33557,2022-11-03,240,1,83,Online,Returned,2022-11-06,0.0
33603,2022-03-01,183,1,161,Field Sales,Fulfilled,2022-03-05,0.0
33615,2022-11-10,1283,1,83,Online,Fulfilled,2022-11-13,0.05
33621,2022-12-29,460,1,18,Field Sales,Fulfilled,2022-12-31,0.0
33628,2022-12-02,1688,1,3,Field Sales,Fulfilled,2022-12-07,0.0
33631,2022-03-04,2158,1,279,Phone,Fulfilled,2022-03-05,0.0
33640,2022-05-17,943,1,3,Field Sales,Fulfilled,2022-05-18,0.0
33642,2022-12-27,1845,1,3,Phone,Fulfilled,2022-12-30,0.0
33656,2022-04-10,907,1,104,Phone,Fulfilled,2022-04-11,0.1
33664,2022-12-12,636,1,6,Field Sales,Returned,2022-12-14,0.0
33666,2022-12-20,1243,1,104,Phone,Fulfilled,2022-12-23,0.05
33669,2022-12-08,307,1,2,Phone,Returned,2022-12-10,0.0
33673,2022-05-27,2474,1,2,Field Sales,Fulfilled,2022-06-01,0.0
33759,2022-07-14,1498,1,5,Online,Fulfilled,2022-07-18,0.05
33771,2022-09-25,1828,1,6,Field Sales,Fulfilled,2022-09-28,0.05
33774,2022-07-06,886,1,161,Field Sales,Fulfilled,2022-07-10,0.1
33777,2022-05-04,1153,1,2,Phone,Fulfilled,2022-05-08,0.05
33781,2022-05-12,1150,1,83,Field Sales,Fulfilled,2022-05-15,0.05
33790,2022-11-30,236,1,2,Field Sales,Fulfilled,2022-12-03,0.0
33830,2022-05-02,1398,1,104,Field Sales,Fulfilled,2022-05-05,0.05
33835,2022-06-02,1300,1,104,Phone,Fulfilled,2022-06-03,0.1
33838,2022-05-07,1240,1,3,Field Sales,Fulfilled,2022-05-08,0.0
33864,2022-01-20,2284,1,6,Field Sales,Fulfilled,2022-01-24,0.05
33870,2022-01-12,1002,1,104,Phone,Fulfilled,2022-01-15,0.0
33878,2022-08-10,448,1,3,Field Sales,Returned,2022-08-11,0.0
33924,2022-04-08,1043,1,2,Field Sales,Fulfilled,2022-04-09,0.0
33943,2022-09-27,1434,1,18,Phone,Fulfilled,2022-09-30,0.05
33952,2022-05-24,709,1,279,Phone,Fulfilled,2022-05-28,0.05
33959,2022-06-01,1123,1,104,Field Sales,Fulfilled,2022-06-03,0.0
33962,2022-03-31,1958,1,18,Field Sales,Fulfilled,2022-04-01,0.15
34014,2022-12-31,777,1,5,Phone,Fulfilled,2023-01-02,0.0
34040,2022-11-04,1683,1,104,Phone,Fulfilled,2022-11-05,0.0
34043,2022-08-01,1853,1,2,Phone,Fulfilled,2022-08-04,0.0
34057,2022-07-22,2191,1,2,Phone,Fulfilled,2022-07-27,0.0
34063,2022-01-14,1549,1,279,Field Sales,Fulfilled,2022-01-18,0.05
34090,2022-03-09,2158,1,3,Online,Fulfilled,2022-03-14,0.05
34100,2022-10-12,2497,1,83,Phone,Fulfilled,2022-10-13,0.0
34110,2022-10-30,1508,1,279,Field Sales,Fulfilled,2022-11-01,0.0
34115,2022-11-19,196,1,161,Phone,Fulfilled,2022-11-24,0.0
34157,2022-09-13,2144,1,83,Phone,Fulfilled,2022-09-18,0.0
34179,2022-03-08,1102,1,161,Phone,Fulfilled,2022-03-12,0.1
34194,2022-09-14,599,1,6,Phone,Fulfilled,2022-09-19,0.05
34197,2022-10-07,819,1,5,Field Sales,Returned,2022-10-10,0.0
34222,2022-11-06,584,1,238,Phone,Fulfilled,2022-11-07,0.0
34227,2022-06-26,1114,1,3,Field Sales,Fulfilled,2022-06-27,0.15
34245,2022-07-27,1562,1,2,Phone,Fulfilled,2022-08-01,0.0
34256,2022-07-17,16,1,83,Field Sales,Fulfilled,2022-07-20,0.0
34269,2022-07-29,2281,1,161,Phone,Cancelled,,0.0
34271,2022-11-21,1211,1,3,Field Sales,Returned,2022-11-24,0.1
34278,2022-12-22,1983,1,7,Phone,Fulfilled,2022-12-25,0.0
34279,2022-09-13,47,1,238,Field Sales,Cancelled,,0.05
34300,2022-08-28,389,1,83,Phone,Fulfilled,2022-08-31,0.0
34328,2022-03-31,170,1,5,Field Sales,Fulfilled,2022-04-02,0.0
34337,2022-06-22,1132,1,2,Phone,Fulfilled,2022-06-26,0.0
34343,2022-05-12,1719,1,5,Field Sales,Fulfilled,2022-05-14,0.0
34346,2022-11-22,2335,1,104,Field Sales,Fulfilled,2022-11-24,0.05
34352,2022-04-10,553,1,18,Field Sales,Fulfilled,2022-04-11,0.0
34368,2022-01-19,310,1,83,Field Sales,Fulfilled,2022-01-20,0.0
34394,2022-03-22,1816,1,238,Phone,Fulfilled,2022-03-23,0.05
34397,2022-03-04,544,1,104,Field Sales,Returned,2022-03-08,0.0
34399,2022-05-19,1995,1,7,Field Sales,Fulfilled,2022-05-22,0.0
34401,2022-03-03,1677,1,18,Phone,Cancelled,,0.1
34406,2022-10-28,1318,1,161,Phone,Fulfilled,2022-10-30,0.0
34408,2022-06-29,1718,1,161,Field Sales,Fulfilled,2022-07-04,0.0
34410,2022-04-26,1098,1,7,Field Sales,Fulfilled,2022-04-29,0.0
34417,2022-06-14,2275,1,6,Online,Fulfilled,2022-06-17,0.0
34419,2022-05-14,2366,1,6,Phone,Fulfilled,2022-05-15,0.05
34447,2022-11-09,402,1,7,Field Sales,Fulfilled,2022-11-12,0.0
34450,2022-07-14,1788,1,6,Field Sales,Fulfilled,2022-07-19,0.0
34458,2022-04-28,164,1,7,Field Sales,Fulfilled,2022-05-03,0.1
34464,2022-09-05,1718,1,104,Field Sales,Fulfilled,2022-09-08,0.1
34474,2022-11-04,54,1,238,Field Sales,Fulfilled,2022-11-08,0.0
34477,2022-04-05,1769,1,7,Phone,Fulfilled,2022-04-08,0.05
34478,2022-10-20,1119,1,238,Online,Fulfilled,2022-10-24,0.15
34484,2022-04-01,23,1,18,Field Sales,Fulfilled,2022-04-06,0.0
34513,2022-02-05,2132,1,161,Phone,Returned,2022-02-06,0.05
34533,2022-07-19,1184,1,83,Phone,Fulfilled,2022-07-24,0.0
34550,2022-12-30,1414,1,7,Phone,Fulfilled,2023-01-01,0.0
34558,2022-12-27,1766,1,83,Field Sales,Fulfilled,2022-12-30,0.0
34567,2022-11-11,2466,1,83,Online,Fulfilled,2022-11-15,0.1
34580,2022-11-15,733,1,279,Phone,Fulfilled,2022-11-19,0.05
34591,2022-10-19,1959,1,83,Online,Returned,2022-10-20,0.05
34596,2022-05-15,682,1,238,Phone,Fulfilled,2022-05-19,0.0
34602,2022-04-11,445,1,161,Phone,Returned,2022-04-14,0.0
34609,2022-08-30,265,1,18,Online,Returned,2022-09-04,0.0
34612,2022-05-23,1090,1,238,Online,Fulfilled,2022-05-25,0.1
34626,2022-10-06,1342,1,238,Phone,Fulfilled,2022-10-08,0.0
34631,2022-11-01,793,1,2,Field Sales,Fulfilled,2022-11-04,0.15
34640,2022-04-20,260,1,279,Phone,Fulfilled,2022-04-24,0.0
34644,2022-12-13,1876,1,2,Field Sales,Fulfilled,2022-12-18,0.0
34663,2022-03-29,613,1,3,Phone,Fulfilled,2022-03-30,0.05
34679,2022-02-24,2102,1,279,Field Sales,Fulfilled,2022-02-28,0.1
34707,2022-03-11,372,1,7,Field Sales,Fulfilled,2022-03-15,0.0
34741,2022-12-26,601,1,2,Online,Fulfilled,2022-12-28,0.05
34752,2022-04-10,1025,1,18,Field Sales,Fulfilled,2022-04-11,0.0
34782,2022-07-18,78,1,161,Phone,Fulfilled,2022-07-22,0.0
34791,2022-08-23,1869,1,5,Field Sales,Fulfilled,2022-08-27,0.0
34794,2022-01-26,1854,1,18,Online,Fulfilled,2022-01-29,0.0
34796,2022-09-12,2414,1,7,Field Sales,Fulfilled,2022-09-15,0.15
34808,2022-04-13,1131,1,161,Field Sales,Fulfilled,2022-04-17,0.0
34847,2022-08-29,2210,1,83,Field Sales,Returned,2022-08-31,0.0
34851,2022-10-06,503,1,18,Field Sales,Fulfilled,2022-10-09,0.0
34855,2022-08-03,1416,1,83,Field Sales,Fulfilled,2022-08-07,0.1
34856,2022-07-25,94,1,104,Field Sales,Cancelled,,0.0
34857,2022-02-10,2331,1,104,Phone,Fulfilled,2022-02-12,0.0
34861,2022-02-23,2483,1,5,Field Sales,Fulfilled,2022-02-24,0.05
34888,2022-05-18,2146,1,3,Phone,Fulfilled,2022-05-22,0.0
34894,2022-10-10,659,1,279,Online,Fulfilled,2022-10-15,0.0
34908,2022-11-24,1162,1,104,Field Sales,Fulfilled,2022-11-26,0.05
34915,2022-12-20,2320,1,6,Field Sales,Fulfilled,2022-12-22,0.0
34931,2022-10-31,1102,1,279,Field Sales,Fulfilled,2022-11-05,0.0
34940,2022-09-22,325,1,161,Field Sales,Fulfilled,2022-09-23,0.0
34977,2022-09-15,249,1,161,Field Sales,Fulfilled,2022-09-18,0.0
34982,2022-01-07,1145,1,83,Field Sales,Cancelled,,0.1
34996,2022-04-10,2359,1,238,Field Sales,Fulfilled,2022-04-13,0.05
35005,2022-02-15,268,1,104,Phone,Fulfilled,2022-02-16,0.0
35017,2022-05-09,1694,1,104,Online,Fulfilled,2022-05-13,0.0
35019,2022-11-07,1427,1,5,Phone,Fulfilled,2022-11-10,0.1
35022,2022-01-28,578,1,6,Field Sales,Fulfilled,2022-02-01,0.05
35033,2022-02-14,21,1,6,Field Sales,Fulfilled,2022-02-17,0.0
35041,2022-05-19,2165,1,2,Field Sales,Fulfilled,2022-05-23,0.0
35072,2022-12-10,672,1,279,Phone,Fulfilled,2022-12-11,0.1
35081,2022-04-01,1993,1,83,Online,Fulfilled,2022-04-02,0.0
35087,2022-08-30,1313,1,2,Online,Fulfilled,2022-08-31,0.0
35096,2022-12-07,911,1,279,Field Sales,Fulfilled,2022-12-11,0.0
35128,2022-01-05,586,1,5,Field Sales,Fulfilled,2022-01-06,0.0
35164,2022-01-31,756,1,104,Field Sales,Fulfilled,2022-02-04,0.0
35250,2022-08-16,501,1,279,Phone,Fulfilled,2022-08-17,0.05
35268,2022-03-18,2202,1,279,Phone,Fulfilled,2022-03-19,0.05
35286,2022-12-28,246,1,279,Field Sales,Fulfilled,2022-12-31,0.0
35291,2022-06-24,1304,1,279,Field Sales,Fulfilled,2022-06-26,0.05
35302,2022-06-18,6,1,5,Phone,Fulfilled,2022-06-23,0.0
35312,2022-11-30,1615,1,161,Field Sales,Fulfilled,2022-12-03,0.15
35317,2022-11-09,1922,1,238,Field Sales,Fulfilled,2022-11-13,0.0
35327,2022-10-10,2197,1,18,Phone,Returned,2022-10-12,0.05
35336,2022-11-30,1044,1,18,Phone,Fulfilled,2022-12-01,0.0
35343,2022-06-16,912,1,3,Field Sales,Fulfilled,2022-06-21,0.0
35382,2022-07-26,1631,1,2,Field Sales,Fulfilled,2022-07-30,0.05
35388,2022-02-08,1749,1,6,Field Sales,Fulfilled,2022-02-13,0.0
35402,2022-04-11,2157,1,104,Field Sales,Fulfilled,2022-04-13,0.0
35407,2022-05-13,1978,1,18,Phone,Fulfilled,2022-05-16,0.05
35413,2022-08-20,1391,1,104,Field Sales,Cancelled,,0.0
35444,2022-04-26,295,1,6,Phone,Fulfilled,2022-04-27,0.05
35453,2022-06-20,2197,1,83,Field Sales,Fulfilled,2022-06-23,0.15
35519,2022-02-02,2493,1,18,Phone,Fulfilled,2022-02-03,0.15
35527,2022-09-02,2080,1,7,Field Sales,Fulfilled,2022-09-06,0.0
35534,2022-03-04,515,1,3,Phone,Fulfilled,2022-03-06,0.0
35549,2022-01-31,1522,1,7,Phone,Cancelled,,0.0
35568,2022-08-10,599,1,2,Field Sales,Fulfilled,2022-08-15,0.0
35581,2022-12-11,1272,1,279,Field Sales,Fulfilled,2022-12-14,0.05
35609,2022-08-05,202,1,83,Online,Fulfilled,2022-08-06,0.0
35611,2022-06-21,2193,1,161,Field Sales,Fulfilled,2022-06-24,0.05
35616,2022-03-02,1341,1,5,Online,Fulfilled,2022-03-07,0.0
35628,2022-12-05,1357,1,2,Field Sales,Fulfilled,2022-12-10,0.0
35668,2022-10-14,751,1,3,Field Sales,Fulfilled,2022-10-18,0.0
35674,2022-02-27,2419,1,238,Field Sales,Fulfilled,2022-03-04,0.0
35676,2022-07-15,1322,1,238,Online,Fulfilled,2022-07-20,0.0
35692,2022-02-03,226,1,3,Online,Fulfilled,2022-02-04,0.0
35693,2022-11-22,1211,1,161,Online,Fulfilled,2022-11-27,0.0
35729,2022-08-27,783,1,3,Phone,Fulfilled,2022-08-28,0.0
35734,2022-08-26,2095,1,5,Field Sales,Fulfilled,2022-08-31,0.05
35743,2022-12-05,2183,1,83,Phone,Fulfilled,2022-12-06,0.15
35770,2022-03-11,2072,1,3,Phone,Cancelled,,0.0
35812,2022-08-03,1613,1,3,Field Sales,Fulfilled,2022-08-08,0.0
35813,2022-04-05,1096,1,7,Field Sales,Cancelled,,0.05
35815,2022-06-17,1461,1,104,Phone,Returned,2022-06-22,0.05
35825,2022-02-24,980,1,83,Field Sales,Fulfilled,2022-02-25,0.05
35827,2022-10-07,2445,1,6,Field Sales,Fulfilled,2022-10-10,0.05
35845,2022-07-10,731,1,238,Field Sales,Fulfilled,2022-07-11,0.1
35849,2022-05-09,390,1,5,Phone,Fulfilled,2022-05-13,0.0
35870,2022-06-14,2352,1,2,Phone,Returned,2022-06-15,0.0
35891,2022-02-09,1405,1,238,Phone,Fulfilled,2022-02-14,0.0
35898,2022-07-19,183,1,18,Field Sales,Returned,2022-07-21,0.0
35923,2022-01-19,560,1,279,Field Sales,Fulfilled,2022-01-21,0.0
35931,2022-02-11,1171,1,104,Online,Fulfilled,2022-02-13,0.1
35932,2022-03-25,1842,1,7,Field Sales,Fulfilled,2022-03-27,0.0
35942,2022-11-15,951,1,3,Field Sales,Fulfilled,2022-11-16,0.05
35954,2022-11-30,759,1,7,Phone,Cancelled,,0.05
35960,2022-09-06,1574,1,238,Field Sales,Fulfilled,2022-09-07,0.05
35963,2022-11-30,614,1,6,Phone,Cancelled,,0.0
35971,2022-07-08,1446,1,238,Phone,Fulfilled,2022-07-13,0.05
35974,2022-10-28,1525,1,3,Phone,Returned,2022-10-30,0.1
35976,2022-06-15,2234,1,5,Online,Fulfilled,2022-06-18,0.0
36031,2022-10-19,358,1,5,Phone,Fulfilled,2022-10-21,0.0
36044,2022-10-17,521,1,83,Field Sales,Fulfilled,2022-10-21,0.0
36084,2022-09-22,1478,1,279,Online,Fulfilled,2022-09-24,0.05
36087,2022-04-21,919,1,161,Field Sales,Fulfilled,2022-04-22,0.0
36088,2022-03-04,1621,1,104,Online,Fulfilled,2022-03-05,0.0
36097,2022-12-21,2057,1,83,Online,Fulfilled,2022-12-24,0.05
36133,2022-10-13,1999,1,161,Phone,Fulfilled,2022-10-18,0.0
36150,2022-01-13,1217,1,104,Online,Fulfilled,2022-01-16,0.0
36160,2022-02-16,431,1,2,Field Sales,Fulfilled,2022-02-18,0.0
36168,2022-07-18,1289,1,104,Field Sales,Fulfilled,2022-07-21,0.0
36174,2022-03-15,1114,1,3,Field Sales,Fulfilled,2022-03-17,0.0
36192,2022-04-05,2069,1,104,Field Sales,Fulfilled,2022-04-06,0.0
36215,2022-04-14,815,1,7,Field Sales,Fulfilled,2022-04-19,0.0
36271,2022-11-30,1646,1,104,Phone,Returned,2022-12-03,0.05
36309,2022-11-13,1869,1,279,Field Sales,Fulfilled,2022-11-18,0.05
36314,2022-10-12,1424,1,7,Field Sales,Fulfilled,2022-10-17,0.15
36317,2022-12-12,1471,1,238,Field Sales,Fulfilled,2022-12-14,0.0
36323,2022-11-18,272,1,104,Field Sales,Fulfilled,2022-11-20,0.0
36325,2022-08-25,564,1,5,Phone,Returned,2022-08-27,0.0
36336,2022-04-20,2414,1,161,Field Sales,Cancelled,,0.0
36339,2022-06-07,394,1,238,Field Sales,Fulfilled,2022-06-12,0.0
36369,2022-03-02,936,1,7,Phone,Fulfilled,2022-03-04,0.0
36374,2022-01-10,852,1,104,Phone,Fulfilled,2022-01-14,0.1
36376,2022-06-26,2341,1,5,Field Sales,Fulfilled,2022-07-01,0.05
36379,2022-09-22,584,1,18,Phone,Fulfilled,2022-09-23,0.0
36395,2022-03-11,664,1,3,Field Sales,Fulfilled,2022-03-13,0.05
36397,2022-07-05,1003,1,83,Field Sales,Fulfilled,2022-07-07,0.1
36409,2022-08-22,1249,1,83,Field Sales,Fulfilled,2022-08-26,0.0
36410,2022-08-21,1400,1,279,Phone,Fulfilled,2022-08-25,0.15
36434,2022-05-05,1157,1,161,Phone,Fulfilled,2022-05-09,0.0
36470,2022-10-17,1667,1,2,Field Sales,Fulfilled,2022-10-20,0.1
36487,2022-12-30,1679,1,2,Field Sales,Fulfilled,2022-12-31,0.0
36489,2022-03-05,266,1,3,Field Sales,Fulfilled,2022-03-06,0.0
36491,2022-11-12,2277,1,2,Field Sales,Fulfilled,2022-11-15,0.0
36503,2022-03-09,998,1,104,Phone,Fulfilled,2022-03-10,0.05
36507,2022-04-09,76,1,3,Phone,Fulfilled,2022-04-10,0.05
36548,2022-03-16,658,1,5,Online,Fulfilled,2022-03-20,0.05
36554,2022-04-07,2457,1,7,Field Sales,Cancelled,,0.0
36576,2022-03-08,942,1,3,Field Sales,Fulfilled,2022-03-13,0.0
36577,2022-06-25,166,1,2,Phone,Fulfilled,2022-06-30,0.05
36584,2022-02-09,1112,1,5,Phone,Fulfilled,2022-02-14,0.1
36599,2022-12-21,1387,1,3,Field Sales,Fulfilled,2022-12-22,0.05
36606,2022-12-31,1034,1,7,Field Sales,Fulfilled,2023-01-04,0.0
36607,2022-01-29,1271,1,6,Phone,Fulfilled,2022-02-03,0.0
36609,2022-05-09,2469,1,18,Phone,Fulfilled,2022-05-10,0.0
36623,2022-11-03,2189,1,161,Field Sales,Fulfilled,2022-11-07,0.0
36646,2022-10-26,1903,1,3,Phone,Fulfilled,2022-10-30,0.1
36659,2022-12-28,2172,1,6,Field Sales,Fulfilled,2022-12-31,0.0
36669,2022-03-03,1303,1,5,Online,Fulfilled,2022-03-04,0.05
36675,2022-01-22,1091,1,83,Phone,Fulfilled,2022-01-23,0.0
36708,2022-05-25,1963,1,6,Field Sales,Fulfilled,2022-05-26,0.1
36731,2022-09-05,1570,1,161,Field Sales,Fulfilled,2022-09-06,0.1
36734,2022-10-07,1315,1,104,Field Sales,Fulfilled,2022-10-08,0.0
36746,2022-05-26,282,1,104,Field Sales,Fulfilled,2022-05-30,0.0
36751,2022-06-14,162,1,18,Field Sales,Fulfilled,2022-06-19,0.0
36753,2022-07-29,353,1,3,Field Sales,Fulfilled,2022-07-30,0.05
36778,2022-02-02,2161,1,104,Phone,Fulfilled,2022-02-06,0.05
36781,2022-10-25,1717,1,161,Field Sales,Fulfilled,2022-10-30,0.0
36783,2022-01-19,2280,1,279,Field Sales,Fulfilled,2022-01-21,0.0
36784,2022-10-14,2428,1,279,Field Sales,Fulfilled,2022-10-17,0.05
36799,2022-04-22,2217,1,238,Field Sales,Fulfilled,2022-04-26,0.15
36816,2022-10-09,635,1,5,Field Sales,Fulfilled,2022-10-11,0.0
36824,2022-05-05,258,1,18,Field Sales,Cancelled,,0.05
36837,2022-10-13,2233,1,279,Field Sales,Fulfilled,2022-10-17,0.05
36843,2022-08-30,1155,1,161,Online,Fulfilled,2022-09-02,0.0
36867,2022-02-03,621,1,5,Phone,Fulfilled,2022-02-05,0.0
36877,2022-10-10,2097,1,279,Field Sales,Fulfilled,2022-10-11,0.05
36921,2022-11-04,2058,1,6,Phone,Cancelled,,0.15
36946,2022-05-24,125,1,18,Field Sales,Fulfilled,2022-05-29,0.0
36965,2022-08-02,1283,1,104,Online,Fulfilled,2022-08-05,0.0
36972,2022-08-12,25,1,83,Online,Fulfilled,2022-08-16,0.0
36998,2022-11-18,626,1,3,Phone,Fulfilled,2022-11-19,0.0
37033,2022-11-07,2342,1,279,Field Sales,Fulfilled,2022-11-08,0.15
37065,2022-04-14,977,1,279,Phone,Fulfilled,2022-04-17,0.0
37092,2022-01-26,2170,1,7,Phone,Fulfilled,2022-01-31,0.0
37095,2022-01-26,1238,1,5,Phone,Fulfilled,2022-01-29,0.1
37126,2022-06-13,59,1,279,Online,Fulfilled,2022-06-17,0.0
37139,2022-03-02,2047,1,279,Field Sales,Fulfilled,2022-03-06,0.0
37175,2022-09-21,770,1,2,Online,Fulfilled,2022-09-22,0.0
37178,2022-08-17,175,1,7,Phone,Fulfilled,2022-08-20,0.0
37188,2022-10-06,1575,1,104,Field Sales,Fulfilled,2022-10-07,0.0
37212,2022-11-04,1538,1,2,Field Sales,Fulfilled,2022-11-09,0.05
