machine_id,date,temp_mean,vib_mean,pres_mean,cur_mean,hum_mean,temp_mean_roll7,temp_mean_roll7_std,vib_mean_roll7,vib_mean_roll7_std,pres_mean_roll7,pres_mean_roll7_std,cur_mean_roll7,cur_mean_roll7_std,units_produced,scrap_units,machine_type,criticality,rated_capacity_units_hr,machine_age_days,days_since_maintenance,failed_within_7_days
26,2022-11-17,63.113,2.658,86.91,33.99,38.967,61.712,0.711,2.535,0.09,85.464,1.763,34.804,0.867,0.0,0.0,Sheeter,1,800,3724,7.0,0
26,2022-11-18,62.077,2.401,85.197,33.32,36.933,61.738,0.722,2.511,0.101,85.497,1.754,34.364,0.685,8675.0,164.0,Sheeter,1,800,3725,8.0,0
26,2022-11-19,61.99,2.518,86.01,33.717,40.233,61.759,0.727,2.519,0.099,85.42,1.711,34.16,0.622,2667.0,60.0,Sheeter,1,800,3726,9.0,0
26,2022-11-20,61.063,2.622,83.507,34.663,39.133,61.731,0.752,2.54,0.103,85.263,1.844,34.284,0.623,8716.0,95.0,Sheeter,1,800,3727,10.0,0
26,2022-11-21,60.88,2.436,83.327,33.77,36.3,61.627,0.82,2.512,0.101,85.396,1.624,34.101,0.543,0.0,0.0,Sheeter,1,800,3728,11.0,0
26,2022-11-22,61.747,2.453,85.333,34.607,36.367,61.75,0.751,2.501,0.103,85.061,1.281,34.082,0.519,6368.0,79.0,Sheeter,1,800,3729,12.0,0
26,2022-11-23,62.493,2.335,85.213,34.617,39.267,61.909,0.777,2.489,0.118,85.071,1.282,34.098,0.535,5451.0,117.0,Sheeter,1,800,3730,13.0,0
26,2022-11-24,62.33,2.55,84.163,35.087,37.633,61.797,0.615,2.474,0.097,84.679,1.018,34.254,0.647,7032.0,176.0,Sheeter,1,800,3731,14.0,0
26,2022-11-25,62.717,2.404,83.877,35.003,37.933,61.889,0.704,2.474,0.097,84.49,1.029,34.495,0.547,3535.0,101.0,Sheeter,1,800,3732,15.0,0
26,2022-11-26,62.98,2.381,84.667,35.123,36.233,62.03,0.818,2.455,0.1,84.298,0.797,34.696,0.466,3303.0,92.0,Sheeter,1,800,3733,16.0,0
26,2022-11-27,62.543,2.513,85.623,33.557,37.9,62.241,0.711,2.439,0.075,84.6,0.847,34.538,0.636,0.0,0.0,Sheeter,1,800,3734,17.0,0
26,2022-11-28,61.603,2.451,85.82,36.127,35.633,62.345,0.502,2.441,0.075,84.957,0.739,34.874,0.771,0.0,0.0,Sheeter,1,800,3735,18.0,0
26,2022-11-29,61.1,2.461,87.42,34.053,37.633,62.252,0.664,2.442,0.075,85.255,1.196,34.795,0.829,0.0,0.0,Sheeter,1,800,3736,19.0,0
26,2022-11-30,61.687,2.442,86.84,36.45,35.9,62.137,0.685,2.458,0.059,85.487,1.336,35.057,1.029,2782.0,27.0,Sheeter,1,800,3737,20.0,0
26,2022-12-01,61.79,2.586,82.243,35.083,33.033,62.06,0.69,2.463,0.069,85.213,1.778,35.057,1.029,3697.0,84.0,Sheeter,1,800,3738,21.0,0
26,2022-12-02,61.247,2.481,86.727,36.08,34.333,61.85,0.68,2.474,0.064,85.62,1.747,35.21,1.098,0.0,0.0,Sheeter,1,800,3739,0.0,0
26,2022-12-03,61.243,2.413,85.353,33.893,33.967,61.602,0.489,2.478,0.057,85.718,1.703,35.035,1.207,0.0,0.0,Sheeter,1,800,3740,1.0,0
26,2022-12-04,61.517,2.383,85.743,33.937,35.533,61.455,0.26,2.46,0.064,85.735,1.702,35.089,1.136,2235.0,63.0,Sheeter,1,800,3741,2.0,0
26,2022-12-05,59.92,2.346,85.91,34.293,34.533,61.215,0.624,2.445,0.078,85.748,1.703,34.827,1.066,0.0,0.0,Sheeter,1,800,3742,3.0,0
26,2022-12-06,62.147,2.556,83.47,33.527,35.967,61.364,0.711,2.458,0.089,85.184,1.712,34.752,1.145,6833.0,109.0,Sheeter,1,800,3743,4.0,0
26,2022-12-07,61.7,2.334,86.143,34.55,34.3,61.366,0.712,2.443,0.1,85.084,1.617,34.48,0.867,2346.0,40.0,Sheeter,1,800,3744,5.0,0
26,2022-12-08,61.517,2.378,84.017,33.787,34.4,61.327,0.692,2.413,0.079,85.338,1.176,34.295,0.855,4278.0,112.0,Sheeter,1,800,3745,6.0,0
26,2022-12-09,62.907,2.486,85.143,35.55,34.567,61.564,0.91,2.414,0.08,85.111,1.005,34.22,0.676,0.0,0.0,Sheeter,1,800,3746,7.0,1
26,2022-12-10,64.067,2.844,83.92,34.517,34.6,61.968,1.29,2.475,0.181,84.907,1.089,34.309,0.666,3678.0,43.0,Sheeter,1,800,3747,8.0,1
26,2022-12-11,65.703,3.014,86.58,35.183,30.633,62.566,1.881,2.565,0.265,85.026,1.233,34.487,0.715,0.0,0.0,Sheeter,1,800,3748,9.0,1
26,2022-12-12,67.537,2.847,86.42,35.527,33.833,63.654,2.261,2.637,0.264,85.099,1.307,34.663,0.806,5131.0,96.0,Sheeter,1,800,3749,10.0,1
26,2022-12-13,68.63,3.264,86.97,36.65,33.867,64.58,2.803,2.738,0.349,85.599,1.248,35.109,0.927,0.0,0.0,Sheeter,1,800,3750,11.0,1
26,2022-12-14,69.617,3.554,87.393,37.12,35.567,65.711,3.035,2.913,0.413,85.778,1.417,35.476,1.151,0.0,0.0,Sheeter,1,800,3751,12.0,1
26,2022-12-15,70.753,3.545,88.96,35.95,35.633,67.03,2.913,3.079,0.396,86.484,1.611,35.785,0.88,7127.0,562.0,Sheeter,1,800,3752,13.0,1
26,2022-12-16,62.353,2.371,84.75,35.29,33.567,66.951,3.048,3.063,0.426,86.428,1.672,35.748,0.897,6362.0,481.0,Sheeter,1,800,3753,0.0,0
26,2022-12-17,61.217,2.326,87.72,36.697,34.833,66.544,3.632,2.989,0.508,86.97,1.296,36.06,0.768,5580.0,477.0,Sheeter,1,800,3754,1.0,0
26,2022-12-18,61.047,2.467,84.07,34.013,32.533,65.879,4.195,2.911,0.544,86.612,1.705,35.892,1.061,2803.0,225.0,Sheeter,1,800,3755,2.0,0
26,2022-12-19,60.84,2.486,87.94,35.573,31.633,64.922,4.506,2.859,0.568,86.829,1.772,35.899,1.059,6314.0,497.0,Sheeter,1,800,3756,3.0,0
26,2022-12-20,62.5,2.489,87.96,35.13,33.3,64.047,4.254,2.748,0.551,86.97,1.824,35.682,1.035,6149.0,138.0,Sheeter,1,800,3757,4.0,0
26,2022-12-21,62.41,2.454,88.003,35.437,35.767,63.017,3.483,2.591,0.425,87.058,1.862,35.441,0.818,7846.0,210.0,Sheeter,1,800,3758,5.0,0
26,2022-12-22,61.703,2.375,86.63,35.487,35.467,61.724,0.703,2.424,0.065,86.725,1.663,35.375,0.788,0.0,0.0,Sheeter,1,800,3759,6.0,0
26,2022-12-23,61.393,2.57,84.947,33.777,32.867,61.587,0.652,2.452,0.08,86.753,1.625,35.159,0.995,2887.0,67.0,Sheeter,1,800,3760,7.0,0
26,2022-12-24,62.463,2.377,87.443,34.547,35.467,61.765,0.702,2.46,0.068,86.713,1.601,34.852,0.741,5194.0,97.0,Sheeter,1,800,3761,8.0,0
26,2022-12-25,62.01,2.47,86.127,34.597,32.6,61.903,0.628,2.46,0.068,87.007,1.164,34.935,0.659,2983.0,65.0,Sheeter,1,800,3762,9.0,0
26,2022-12-26,60.223,2.206,85.557,34.457,35.0,61.815,0.817,2.42,0.116,86.667,1.193,34.776,0.613,7369.0,194.0,Sheeter,1,800,3763,10.0,0
26,2022-12-27,61.383,2.357,82.843,35.267,29.667,61.655,0.769,2.401,0.114,85.936,1.72,34.795,0.628,7016.0,177.0,Sheeter,1,800,3764,11.0,0
26,2022-12-28,61.623,2.551,86.46,35.387,30.333,61.543,0.694,2.415,0.126,85.715,1.495,34.788,0.62,4611.0,110.0,Sheeter,1,800,3765,12.0,0
26,2022-12-29,61.513,2.508,85.94,34.857,30.7,61.516,0.69,2.434,0.129,85.617,1.447,34.698,0.542,8338.0,183.0,Sheeter,1,800,3766,13.0,0
26,2022-12-30,61.953,2.522,85.08,33.277,35.1,61.596,0.706,2.427,0.122,85.636,1.437,34.627,0.695,5846.0,152.0,Sheeter,1,800,3767,14.0,0
26,2022-12-31,62.253,2.327,85.577,32.717,35.833,61.566,0.666,2.42,0.127,85.369,1.199,34.365,1.005,2930.0,38.0,Sheeter,1,800,3768,15.0,0
27,2022-01-01,67.217,2.26,92.693,33.907,29.4,67.095,0.839,2.212,0.107,91.121,1.303,34.307,0.856,0.0,0.0,Winder,2,800,3645,12.0,0
27,2022-01-02,64.903,2.163,89.627,35.813,32.4,66.792,1.182,2.208,0.108,91.029,1.393,34.561,1.012,0.0,0.0,Winder,2,800,3646,13.0,0
27,2022-01-03,65.903,2.184,89.953,33.53,30.9,66.732,1.219,2.196,0.105,90.808,1.428,34.394,1.08,8224.0,111.0,Winder,2,800,3647,14.0,0
27,2022-01-04,66.137,2.428,92.31,35.543,34.633,66.415,0.993,2.243,0.126,90.743,1.332,34.369,1.045,0.0,0.0,Winder,2,800,3648,15.0,0
27,2022-01-05,67.597,2.271,88.203,32.957,30.033,66.485,1.065,2.226,0.11,90.343,1.628,34.374,1.037,0.0,0.0,Winder,2,800,3649,16.0,0
27,2022-01-06,66.7,2.289,89.127,32.443,31.467,66.33,0.913,2.257,0.089,90.161,1.691,34.115,1.271,0.0,0.0,Winder,2,800,3650,17.0,0
27,2022-01-07,66.623,2.079,90.303,34.343,34.567,66.44,0.893,2.239,0.111,90.317,1.639,34.077,1.258,8719.0,245.0,Winder,2,800,3651,18.0,0
27,2022-01-08,66.313,2.095,91.5,34.513,30.833,66.311,0.825,2.215,0.123,90.146,1.394,34.163,1.265,0.0,0.0,Winder,2,800,3652,19.0,0
27,2022-01-09,67.14,2.279,91.377,34.3,35.0,66.63,0.588,2.232,0.123,90.396,1.441,33.947,1.046,7133.0,142.0,Winder,2,800,3653,20.0,0
27,2022-01-10,67.413,2.132,91.097,33.993,31.5,66.846,0.552,2.225,0.127,90.56,1.448,34.013,1.03,0.0,0.0,Winder,2,800,3654,21.0,0
27,2022-01-11,65.287,2.265,90.743,33.28,34.433,66.725,0.78,2.201,0.095,90.336,1.238,33.69,0.799,0.0,0.0,Winder,2,800,3655,22.0,0
27,2022-01-12,67.273,2.077,90.927,34.763,31.8,66.679,0.728,2.174,0.099,90.725,0.81,33.948,0.814,0.0,0.0,Winder,2,800,3656,23.0,0
27,2022-01-13,67.333,1.95,91.783,34.813,34.6,66.769,0.769,2.125,0.115,91.104,0.499,34.287,0.526,0.0,0.0,Winder,2,800,3657,24.0,0
27,2022-01-14,67.577,2.124,89.91,34.563,32.9,66.905,0.822,2.132,0.113,91.048,0.613,34.318,0.536,0.0,0.0,Winder,2,800,3658,25.0,0
27,2022-01-15,67.903,2.302,90.46,34.067,35.6,67.132,0.85,2.161,0.128,90.9,0.612,34.254,0.536,5172.0,58.0,Winder,2,800,3659,0.0,0
27,2022-01-16,68.93,2.204,92.123,33.54,31.0,67.388,1.089,2.151,0.119,91.006,0.757,34.146,0.598,0.0,0.0,Winder,2,800,3660,1.0,0
27,2022-01-17,67.017,2.303,91.69,35.683,32.5,67.331,1.097,2.175,0.132,91.091,0.8,34.387,0.825,6579.0,102.0,Winder,2,800,3661,2.0,0
27,2022-01-18,66.75,2.191,91.473,34.08,32.633,67.54,0.716,2.164,0.126,91.195,0.795,34.501,0.69,5121.0,116.0,Winder,2,800,3662,3.0,0
27,2022-01-19,68.3,2.358,91.56,35.003,34.5,67.687,0.756,2.205,0.138,91.286,0.796,34.536,0.711,1806.0,49.0,Winder,2,800,3663,4.0,0
27,2022-01-20,66.697,2.28,90.467,35.21,33.067,67.596,0.84,2.252,0.081,91.098,0.814,34.592,0.751,0.0,0.0,Winder,2,800,3664,5.0,0
27,2022-01-21,66.473,2.245,91.833,34.763,32.733,67.439,0.941,2.269,0.059,91.372,0.655,34.621,0.754,8996.0,198.0,Winder,2,800,3665,6.0,0
27,2022-01-22,66.73,2.1,91.087,34.18,32.067,67.271,0.949,2.24,0.085,91.462,0.543,34.637,0.741,9441.0,203.0,Winder,2,800,3666,7.0,0
27,2022-01-23,66.223,2.171,91.0,34.737,33.433,66.884,0.671,2.235,0.088,91.301,0.477,34.808,0.562,3946.0,90.0,Winder,2,800,3667,8.0,0
27,2022-01-24,67.24,2.412,89.197,35.08,35.9,66.916,0.684,2.251,0.109,90.945,0.89,34.722,0.438,8318.0,182.0,Winder,2,800,3668,9.0,0
27,2022-01-25,67.12,2.119,86.663,34.453,34.467,66.969,0.683,2.241,0.118,90.258,1.803,34.775,0.364,5390.0,152.0,Winder,2,800,3669,10.0,0
27,2022-01-26,67.12,2.136,90.32,34.48,33.8,66.8,0.377,2.209,0.111,90.081,1.712,34.7,0.363,0.0,0.0,Winder,2,800,3670,11.0,0
27,2022-01-27,68.803,2.206,91.427,34.533,28.867,67.101,0.839,2.198,0.107,90.218,1.785,34.604,0.286,0.0,0.0,Winder,2,800,3671,12.0,0
27,2022-01-28,67.287,2.24,87.917,33.69,34.367,67.218,0.792,2.198,0.106,89.659,1.808,34.45,0.435,6124.0,150.0,Winder,2,800,3672,13.0,0
27,2022-01-29,67.457,2.255,90.507,35.24,34.133,67.321,0.765,2.22,0.099,89.576,1.744,34.602,0.504,0.0,0.0,Winder,2,800,3673,14.0,0
27,2022-01-30,67.87,2.004,91.15,34.86,33.367,67.557,0.608,2.196,0.128,89.597,1.765,34.62,0.512,5628.0,136.0,Winder,2,800,3674,15.0,0
27,2022-01-31,67.883,2.282,91.777,34.557,36.267,67.649,0.601,2.177,0.097,89.966,1.93,34.545,0.47,3731.0,46.0,Winder,2,800,3675,16.0,0
27,2022-02-01,66.18,1.856,89.517,35.263,34.5,67.514,0.808,2.14,0.156,90.373,1.321,34.66,0.539,0.0,0.0,Winder,2,800,3676,17.0,0
27,2022-02-02,67.313,2.213,91.99,33.737,35.933,67.542,0.795,2.151,0.159,90.612,1.454,34.554,0.643,1683.0,23.0,Winder,2,800,3677,18.0,0
27,2022-02-03,67.823,2.261,88.353,34.55,34.667,67.402,0.598,2.159,0.163,90.173,1.621,34.557,0.643,3372.0,61.0,Winder,2,800,3678,19.0,0
27,2022-02-04,66.043,2.027,89.317,33.927,30.667,67.224,0.791,2.128,0.165,90.373,1.362,34.59,0.594,0.0,0.0,Winder,2,800,3679,20.0,0
27,2022-02-05,66.763,1.978,92.607,33.273,34.5,67.125,0.801,2.089,0.163,90.673,1.606,34.31,0.693,3387.0,58.0,Winder,2,800,3680,21.0,0
27,2022-02-06,67.003,2.299,89.993,35.66,34.267,67.001,0.73,2.131,0.175,90.508,1.608,34.424,0.847,4535.0,115.0,Winder,2,800,3681,22.0,0
27,2022-02-07,65.127,2.13,92.507,34.07,34.067,66.608,0.899,2.109,0.162,90.612,1.724,34.354,0.855,3422.0,80.0,Winder,2,800,3682,23.0,0
27,2022-02-08,66.883,2.26,92.757,35.18,35.367,66.708,0.883,2.167,0.125,91.075,1.813,34.342,0.84,8402.0,103.0,Winder,2,800,3683,24.0,0
27,2022-02-09,67.383,2.341,91.63,34.02,34.7,66.718,0.891,2.185,0.141,91.023,1.788,34.383,0.813,6218.0,86.0,Winder,2,800,3684,25.0,1
27,2022-02-10,67.113,2.387,92.893,33.98,37.667,66.617,0.777,2.203,0.159,91.672,1.449,34.301,0.822,6997.0,80.0,Winder,2,800,3685,26.0,1
27,2022-02-11,67.353,2.73,95.513,36.147,36.833,66.804,0.774,2.304,0.234,92.557,1.65,34.619,1.05,7532.0,162.0,Winder,2,800,3686,27.0,1
27,2022-02-12,69.38,2.762,97.08,35.387,34.867,67.178,1.242,2.415,0.24,93.196,2.378,34.92,0.89,0.0,0.0,Winder,2,800,3687,28.0,1
27,2022-02-13,69.93,2.904,97.72,36.28,35.1,67.596,1.611,2.502,0.294,94.3,2.436,35.009,1.0,0.0,0.0,Winder,2,800,3688,29.0,1
27,2022-02-14,70.397,3.087,101.393,37.747,36.667,68.349,1.492,2.639,0.314,95.57,3.45,35.534,1.334,0.0,0.0,Winder,2,800,3689,30.0,1
27,2022-02-15,70.897,3.184,101.027,35.113,36.6,68.922,1.602,2.771,0.322,96.751,3.731,35.525,1.337,4342.0,340.0,Winder,2,800,3690,31.0,1
27,2022-02-16,67.263,2.086,91.563,37.403,37.2,68.905,1.622,2.734,0.386,96.741,3.746,36.008,1.314,0.0,0.0,Winder,2,800,3691,0.0,0
27,2022-02-17,67.35,2.244,88.81,33.663,33.7,68.939,1.58,2.714,0.411,96.158,4.653,35.963,1.398,7469.0,554.0,Winder,2,800,3692,1.0,0
27,2022-02-18,67.657,2.316,89.443,34.467,34.7,68.982,1.533,2.655,0.437,95.291,5.312,35.723,1.502,0.0,0.0,Winder,2,800,3693,0.0,0
27,2022-02-19,66.817,2.027,88.35,34.953,37.133,68.616,1.717,2.55,0.492,94.044,5.823,35.661,1.527,0.0,0.0,Winder,2,800,3694,1.0,0
27,2022-02-20,67.5,2.16,90.45,34.587,34.833,68.269,1.651,2.443,0.483,93.005,5.705,35.419,1.546,3821.0,92.0,Winder,2,800,3695,2.0,0
27,2022-02-21,67.333,2.364,90.367,33.933,36.4,67.831,1.376,2.34,0.391,91.43,4.368,34.874,1.229,8074.0,173.0,Winder,2,800,3696,3.0,0
27,2022-02-22,65.94,2.167,89.18,34.407,34.367,67.123,0.582,2.195,0.121,89.738,1.112,34.773,1.235,5724.0,153.0,Winder,2,800,3697,4.0,0
27,2022-02-23,67.14,2.075,91.097,35.003,34.667,67.105,0.579,2.193,0.123,89.671,0.992,34.43,0.494,3837.0,107.0,Winder,2,800,3698,5.0,0
27,2022-02-24,66.823,2.079,91.887,35.02,35.4,67.03,0.576,2.17,0.127,90.11,1.205,34.624,0.4,0.0,0.0,Winder,2,800,3699,6.0,0
27,2022-02-25,67.017,2.205,92.983,34.5,37.133,66.939,0.507,2.154,0.112,90.616,1.567,34.629,0.398,8164.0,141.0,Winder,2,800,3700,7.0,0
27,2022-02-26,66.157,2.236,89.593,34.953,37.967,66.844,0.588,2.184,0.099,90.794,1.318,34.629,0.398,7736.0,210.0,Winder,2,800,3701,8.0,0
27,2022-02-27,67.727,2.343,89.32,34.333,36.533,66.877,0.635,2.21,0.115,90.632,1.432,34.593,0.414,3118.0,84.0,Winder,2,800,3702,9.0,0
27,2022-02-28,67.487,2.26,90.723,34.827,39.6,66.899,0.656,2.195,0.097,90.683,1.427,34.72,0.298,0.0,0.0,Winder,2,800,3703,10.0,0
27,2022-03-01,68.963,2.303,91.347,35.617,39.3,67.33,0.877,2.214,0.104,90.993,1.273,34.893,0.414,0.0,0.0,Winder,2,800,3704,11.0,0
27,2022-03-02,67.52,2.31,90.94,34.3,38.267,67.385,0.875,2.248,0.088,90.97,1.272,34.793,0.465,0.0,0.0,Winder,2,800,3705,12.0,0
27,2022-03-03,66.583,2.113,89.897,34.963,35.567,67.35,0.905,2.253,0.078,90.686,1.256,34.785,0.461,8425.0,134.0,Winder,2,800,3706,13.0,0
27,2022-03-04,65.917,2.015,92.563,35.647,37.8,67.193,1.056,2.226,0.119,90.626,1.132,34.949,0.54,2773.0,51.0,Winder,2,800,3707,14.0,0
27,2022-03-05,67.273,2.116,91.217,34.05,37.967,67.353,0.952,2.209,0.126,90.858,1.048,34.82,0.638,7280.0,168.0,Winder,2,800,3708,15.0,0
27,2022-03-06,66.843,2.157,90.413,34.113,40.6,67.227,0.953,2.182,0.112,91.014,0.842,34.788,0.67,0.0,0.0,Winder,2,800,3709,16.0,0
27,2022-03-07,67.747,2.13,90.777,34.917,43.267,67.264,0.97,2.163,0.107,91.022,0.839,34.801,0.672,2962.0,79.0,Winder,2,800,3710,17.0,0
27,2022-03-08,67.153,2.462,90.087,34.537,38.9,67.005,0.619,2.186,0.15,90.842,0.891,34.647,0.569,3374.0,45.0,Winder,2,800,3711,18.0,0
27,2022-03-09,66.89,2.109,91.233,35.353,36.433,66.915,0.576,2.157,0.141,90.884,0.903,34.797,0.601,0.0,0.0,Winder,2,800,3712,19.0,0
27,2022-03-10,67.737,2.26,91.46,33.7,42.6,67.08,0.628,2.178,0.144,91.107,0.807,34.617,0.72,2919.0,41.0,Winder,2,800,3713,20.0,0
27,2022-03-11,66.87,2.38,90.857,34.54,38.667,67.216,0.393,2.23,0.141,90.863,0.488,34.459,0.56,7464.0,130.0,Winder,2,800,3714,21.0,0
27,2022-03-12,67.3,2.203,89.67,33.743,38.467,67.22,0.393,2.243,0.133,90.642,0.631,34.415,0.608,3184.0,64.0,Winder,2,800,3715,22.0,0
27,2022-03-13,66.327,2.288,93.263,33.163,42.4,67.146,0.508,2.262,0.128,91.05,1.158,34.279,0.771,5611.0,99.0,Winder,2,800,3716,23.0,0
27,2022-03-14,66.547,2.329,87.803,34.473,38.867,66.975,0.473,2.29,0.116,90.625,1.695,34.216,0.726,5064.0,118.0,Winder,2,800,3717,24.0,0
27,2022-03-15,66.727,2.313,90.34,34.647,40.133,66.914,0.473,2.269,0.09,90.661,1.685,34.231,0.736,0.0,0.0,Winder,2,800,3718,25.0,0
27,2022-03-16,67.807,2.313,87.79,35.593,40.1,67.045,0.58,2.298,0.056,90.169,1.968,34.266,0.799,6925.0,141.0,Winder,2,800,3719,26.0,0
27,2022-03-17,67.07,2.394,91.5,36.037,40.067,66.95,0.496,2.317,0.063,90.175,1.973,34.6,0.989,7752.0,197.0,Winder,2,800,3720,27.0,0
27,2022-03-18,65.997,2.222,90.57,35.197,40.2,66.825,0.615,2.294,0.065,90.134,1.959,34.693,1.013,8908.0,198.0,Winder,2,800,3721,28.0,0
27,2022-03-19,67.413,2.218,91.263,33.937,42.067,66.841,0.631,2.297,0.062,90.361,1.989,34.721,0.985,3755.0,110.0,Winder,2,800,3722,29.0,0
27,2022-03-20,66.913,2.203,91.433,34.13,40.567,66.925,0.589,2.284,0.071,90.1,1.632,34.859,0.776,5886.0,82.0,Winder,2,800,3723,30.0,0
27,2022-03-21,67.327,2.133,91.03,34.153,40.833,67.036,0.579,2.256,0.088,90.561,1.296,34.813,0.811,8145.0,174.0,Winder,2,800,3724,31.0,0
27,2022-03-22,67.047,2.088,89.48,34.37,40.467,67.082,0.563,2.224,0.103,90.438,1.36,34.774,0.828,4171.0,51.0,Winder,2,800,3725,0.0,0
27,2022-03-23,66.303,2.062,90.753,35.607,42.333,66.867,0.526,2.189,0.111,90.861,0.699,34.776,0.83,6334.0,112.0,Winder,2,800,3726,1.0,0
27,2022-03-24,66.293,2.255,89.503,34.523,41.267,66.756,0.557,2.169,0.074,90.576,0.795,34.56,0.616,6802.0,186.0,Winder,2,800,3727,2.0,0
27,2022-03-25,67.687,2.346,91.823,33.653,41.833,66.998,0.539,2.186,0.099,90.755,0.924,34.339,0.626,0.0,0.0,Winder,2,800,3728,3.0,0
27,2022-03-26,66.44,2.18,89.57,34.047,44.7,66.859,0.539,2.181,0.098,90.513,0.989,34.355,0.616,4813.0,116.0,Winder,2,800,3729,4.0,0
27,2022-03-27,66.377,2.091,87.723,36.91,41.1,66.782,0.568,2.165,0.103,89.983,1.344,34.752,1.129,7492.0,178.0,Winder,2,800,3730,5.0,0
27,2022-03-28,67.437,2.125,90.083,35.08,42.233,66.798,0.587,2.164,0.104,89.848,1.266,34.884,1.101,3598.0,43.0,Winder,2,800,3731,6.0,0
27,2022-03-29,65.333,2.253,91.85,35.85,41.367,66.553,0.788,2.187,0.102,90.187,1.454,35.096,1.128,2880.0,81.0,Winder,2,800,3732,7.0,0
27,2022-03-30,67.767,2.314,88.587,35.053,44.7,66.762,0.897,2.223,0.095,89.877,1.542,35.017,1.105,4612.0,64.0,Winder,2,800,3733,8.0,0
27,2022-03-31,67.74,2.342,88.977,33.477,43.5,66.969,0.937,2.236,0.105,89.802,1.575,34.867,1.245,0.0,0.0,Winder,2,800,3734,9.0,0
27,2022-04-01,67.597,2.225,88.99,37.127,43.9,66.956,0.926,2.219,0.093,89.397,1.311,35.363,1.367,0.0,0.0,Winder,2,800,3735,10.0,0
27,2022-04-02,66.863,2.316,90.403,34.603,44.8,67.016,0.9,2.238,0.098,89.516,1.366,35.443,1.291,4328.0,53.0,Winder,2,800,3736,11.0,0
27,2022-04-03,66.573,2.258,90.863,34.847,43.933,67.044,0.88,2.262,0.073,89.965,1.183,35.148,1.126,6209.0,136.0,Winder,2,800,3737,12.0,0
27,2022-04-04,67.67,2.212,89.583,33.547,44.867,67.078,0.902,2.274,0.05,89.893,1.189,34.929,1.28,7348.0,146.0,Winder,2,800,3738,13.0,0
27,2022-04-05,66.67,2.17,91.237,35.347,44.333,67.269,0.539,2.262,0.064,89.806,1.034,34.857,1.233,0.0,0.0,Winder,2,800,3739,14.0,0
27,2022-04-06,66.967,2.169,90.7,33.857,44.6,67.154,0.499,2.242,0.068,90.108,0.921,34.686,1.283,5458.0,138.0,Winder,2,800,3740,15.0,0
27,2022-04-07,67.33,2.153,88.273,33.583,45.1,67.096,0.44,2.215,0.058,90.007,1.088,34.701,1.267,8303.0,201.0,Winder,2,800,3741,16.0,0
27,2022-04-08,66.717,1.983,89.657,34.613,44.8,66.97,0.396,2.18,0.105,90.102,1.011,34.342,0.689,0.0,0.0,Winder,2,800,3742,17.0,0
27,2022-04-09,68.22,2.335,89.903,33.163,43.333,67.164,0.61,2.183,0.109,90.031,1.003,34.137,0.804,0.0,0.0,Winder,2,800,3743,18.0,0
27,2022-04-10,66.63,2.134,90.163,33.65,47.0,67.172,0.601,2.165,0.104,89.931,0.939,33.966,0.753,0.0,0.0,Winder,2,800,3744,19.0,0
27,2022-04-11,66.933,2.328,91.173,32.917,43.533,67.067,0.562,2.182,0.121,90.158,1.029,33.876,0.844,4206.0,117.0,Winder,2,800,3745,20.0,0
27,2022-04-12,66.263,2.177,89.277,34.663,44.567,67.009,0.627,2.183,0.121,89.878,0.951,33.778,0.666,5478.0,133.0,Winder,2,800,3746,21.0,0
27,2022-04-13,66.58,2.188,88.62,33.2,44.033,66.953,0.648,2.185,0.121,89.581,0.976,33.684,0.699,7085.0,104.0,Winder,2,800,3747,22.0,0
27,2022-04-14,67.13,2.283,89.977,34.877,45.567,66.925,0.633,2.204,0.125,89.824,0.79,33.869,0.827,7763.0,193.0,Winder,2,800,3748,23.0,0
27,2022-04-15,66.213,2.333,90.967,34.207,46.167,66.853,0.687,2.254,0.086,90.011,0.892,33.811,0.779,4901.0,86.0,Winder,2,800,3749,24.0,0
27,2022-04-16,67.57,2.022,89.587,33.803,46.833,66.76,0.486,2.209,0.113,89.966,0.906,33.902,0.726,0.0,0.0,Winder,2,800,3750,25.0,0
27,2022-04-17,67.693,2.017,91.783,35.38,49.5,66.912,0.593,2.192,0.133,90.198,1.141,34.15,0.899,0.0,0.0,Winder,2,800,3751,26.0,0
27,2022-04-18,67.713,2.107,90.677,35.133,45.567,67.023,0.667,2.161,0.122,90.127,1.085,34.466,0.774,5933.0,95.0,Winder,2,800,3752,27.0,0
27,2022-04-19,66.84,2.063,89.647,34.923,49.267,67.106,0.588,2.145,0.127,90.18,1.045,34.503,0.791,0.0,0.0,Winder,2,800,3753,28.0,0
27,2022-04-20,66.713,2.258,92.65,34.597,48.433,67.125,0.57,2.155,0.133,90.755,1.147,34.703,0.546,0.0,0.0,Winder,2,800,3754,29.0,0
27,2022-04-21,66.403,2.268,93.047,33.33,44.9,67.021,0.632,2.153,0.131,91.194,1.366,34.482,0.742,3347.0,54.0,Winder,2,800,3755,30.0,0
27,2022-04-22,67.143,2.224,90.937,34.18,49.0,67.154,0.522,2.137,0.111,91.19,1.367,34.478,0.744,2227.0,51.0,Winder,2,800,3756,0.0,0
27,2022-04-23,66.973,2.157,90.593,34.487,47.633,67.069,0.49,2.156,0.098,91.333,1.215,34.576,0.683,8321.0,127.0,Winder,2,800,3757,1.0,0
