ORDER_NO,CUST_ID,BRANCH,ORDER_DT,SHIP_DT,STATUS,AMT
ORD0004296,2108,1,03/29/2022,03/30/2022,FULFILLED,"$1,304.80"
ORD0013822,2174,1,09/29/2022,10/01/2022,FULFILLED,$568.88
ORD0032302,65,1,07/26/2022,07/29/2022,FULFILLED,$285.12
ORD0041585,1747,1,03/04/2022,03/07/2022,FULFILLED,$192.69
ORD0021103,1283,1,12/27/2022,12/31/2022,FULFILLED,"$6,153.66"
ORD0057130,1933,1,01/01/2022,01/06/2022,FULFILLED,"$1,818.41"
ORD0025224,910,1,12/09/2022,12/14/2022,FULFILLED,"$1,988.28"
ORD0065294,1272,1,01/10/2022,,CANCELLED,$323.72
ORD0004662,1910,1,02/23/2022,02/24/2022,FULFILLED,"$1,336.31"
ORD0030362,1129,1,05/31/2022,06/03/2022,FULFILLED,"$1,494.83"
ORD0031981,356,1,09/14/2022,09/16/2022,FULFILLED,$599.95
ORD0063888,1458,1,09/07/2022,09/10/2022,FULFILLED,$22.62
ORD0067892,375,1,06/06/2022,06/09/2022,FULFILLED,$736.07
ORD0017438,2388,1,04/22/2022,04/24/2022,FULFILLED,"$1,041.68"
ORD0062011,320,1,03/29/2022,04/02/2022,FULFILLED,"$1,314.82"
ORD0022689,2240,1,11/25/2022,11/29/2022,FULFILLED,$244.20
ORD0026623,1059,1,01/06/2022,01/09/2022,FULFILLED,$467.89
ORD0049447,2052,1,03/04/2022,03/08/2022,FULFILLED,$891.06
ORD0003319,1732,1,02/21/2022,02/22/2022,FULFILLED,$178.50
ORD0055396,2392,1,05/17/2022,05/20/2022,FULFILLED,$440.29
ORD0026552,831,1,01/28/2022,01/30/2022,FULFILLED,$934.77
ORD0009150,2365,1,03/14/2022,03/18/2022,FULFILLED,$160.30
ORD0029080,1150,1,09/15/2022,09/19/2022,FULFILLED,$106.75
ORD0064301,2495,1,03/02/2022,03/07/2022,FULFILLED,"$1,085.82"
ORD0012731,2349,1,07/20/2022,07/23/2022,RETURNED,$559.30
ORD0007841,1264,1,12/14/2022,12/17/2022,FULFILLED,"$1,652.03"
ORD0061419,1298,1,12/12/2022,12/14/2022,FULFILLED,$605.67
ORD0006427,1356,1,12/02/2022,12/05/2022,FULFILLED,$854.53
ORD0039586,2370,1,11/24/2022,11/27/2022,FULFILLED,"$1,779.51"
ORD0050542,2409,1,07/26/2022,07/29/2022,FULFILLED,"$1,203.49"
ORD0022704,2184,1,01/28/2022,01/29/2022,FULFILLED,$370.26
ORD0021204,534,1,03/02/2022,03/04/2022,FULFILLED,$942.20
ORD0058885,1024,1,11/24/2022,,CANCELLED,$666.02
ORD0011830,815,1,09/07/2022,09/12/2022,FULFILLED,$371.30
ORD0008032,14,1,03/23/2022,03/28/2022,FULFILLED,"$1,986.23"
ORD0022977,629,1,05/18/2022,05/20/2022,FULFILLED,$595.36
ORD0053142,642,1,08/05/2022,08/09/2022,FULFILLED,"$1,499.66"
ORD0029249,1405,1,05/15/2022,05/16/2022,FULFILLED,$955.79
ORD0024051,802,1,06/01/2022,06/05/2022,FULFILLED,$370.10
ORD0001106,2142,1,01/21/2022,01/24/2022,FULFILLED,$728.87
ORD0040786,651,1,06/27/2022,06/28/2022,FULFILLED,"$2,291.51"
ORD0045377,2384,1,08/28/2022,08/29/2022,FULFILLED,"$2,580.62"
ORD0049278,2339,1,05/31/2022,06/01/2022,FULFILLED,$756.48
ORD0058284,349,1,01/01/2022,01/04/2022,FULFILLED,$505.44
ORD0022269,312,1,06/23/2022,06/28/2022,RETURNED,$852.74
ORD0010219,1917,1,10/25/2022,10/30/2022,FULFILLED,$920.74
ORD0006886,1376,1,10/25/2022,10/29/2022,FULFILLED,"$2,795.49"
ORD0029263,1395,1,09/28/2022,,CANCELLED,"$1,719.39"
ORD0037126,59,1,06/13/2022,06/17/2022,FULFILLED,"$1,511.01"
ORD0068137,311,1,11/10/2022,11/12/2022,FULFILLED,$509.07
ORD0053907,697,1,07/15/2022,07/20/2022,FULFILLED,$355.09
ORD0064827,2478,1,11/23/2022,,CANCELLED,$533.01
ORD0010532,1914,1,04/12/2022,04/17/2022,FULFILLED,"$1,619.03"
ORD0038827,2001,1,04/15/2022,04/19/2022,FULFILLED,$220.15
ORD0053668,839,1,10/25/2022,10/30/2022,FULFILLED,$233.52
ORD0059922,350,1,06/14/2022,06/19/2022,FULFILLED,$30.93
ORD0045641,776,1,07/02/2022,07/04/2022,FULFILLED,"$1,381.34"
ORD0032057,81,1,10/17/2022,10/18/2022,FULFILLED,$673.73
ORD0023157,131,1,12/12/2022,12/14/2022,FULFILLED,$694.19
ORD0070200,2038,1,09/26/2022,09/30/2022,FULFILLED,"$1,791.82"
ORD0006009,593,1,04/03/2022,04/06/2022,FULFILLED,$428.73
ORD0018451,2271,1,01/06/2022,01/10/2022,FULFILLED,"$1,170.71"
ORD0020959,439,1,05/23/2022,05/25/2022,FULFILLED,"$1,839.46"
ORD0046477,1666,1,07/28/2022,07/29/2022,FULFILLED,$642.58
ORD0060104,180,1,01/28/2022,01/31/2022,FULFILLED,$84.16
ORD0028137,307,1,12/16/2022,12/18/2022,FULFILLED,$114.07
ORD0003054,1848,1,11/10/2022,11/13/2022,FULFILLED,"$1,032.44"
ORD0060685,577,1,07/19/2022,07/24/2022,FULFILLED,$761.20
ORD0034269,2281,1,07/29/2022,,CANCELLED,$230.16
ORD0037708,2216,1,02/01/2022,02/02/2022,FULFILLED,$659.56
ORD0067339,1686,1,04/06/2022,04/08/2022,FULFILLED,"$1,088.11"
ORD0048254,609,1,08/07/2022,08/12/2022,FULFILLED,$400.25
ORD0053808,1627,1,10/30/2022,11/02/2022,FULFILLED,"$3,408.70"
ORD0046021,2258,1,05/03/2022,05/07/2022,FULFILLED,$104.36
ORD0041666,1438,1,10/25/2022,10/27/2022,FULFILLED,$396.52
ORD0041130,810,1,06/16/2022,06/18/2022,FULFILLED,$486.75
ORD0005396,1296,1,03/09/2022,03/12/2022,FULFILLED,$92.68
ORD0057255,1423,1,05/03/2022,05/06/2022,FULFILLED,"$1,705.08"
ORD0005077,748,1,01/06/2022,01/11/2022,FULFILLED,"$4,589.32"
ORD0070060,1249,1,05/26/2022,05/29/2022,FULFILLED,"$1,341.84"
ORD0069784,652,1,04/30/2022,05/04/2022,FULFILLED,$995.98
ORD0020471,1630,1,11/21/2022,11/25/2022,FULFILLED,$378.51
ORD0049216,1554,1,07/25/2022,07/27/2022,FULFILLED,"$1,522.21"
ORD0032631,1564,1,08/02/2022,08/07/2022,FULFILLED,"$2,172.07"
ORD0059217,2473,1,03/09/2022,03/14/2022,FULFILLED,$286.21
ORD0042543,2197,1,03/26/2022,03/28/2022,RETURNED,$517.00
ORD0021519,217,1,10/07/2022,10/10/2022,FULFILLED,$418.30
ORD0058452,307,1,05/10/2022,05/13/2022,FULFILLED,$156.60
ORD0015713,2327,1,09/29/2022,10/03/2022,FULFILLED,"$1,041.10"
ORD0018443,11,1,09/19/2022,09/23/2022,FULFILLED,"$1,268.53"
ORD0027780,1780,1,09/20/2022,09/23/2022,FULFILLED,$616.44
ORD0004829,1268,1,09/29/2022,10/01/2022,FULFILLED,$555.74
ORD0037890,430,1,04/08/2022,04/13/2022,FULFILLED,$436.92
ORD0037343,1903,1,11/29/2022,12/03/2022,FULFILLED,"$2,667.83"
ORD0018254,1070,1,09/12/2022,,CANCELLED,"$1,008.50"
ORD0024634,1923,1,11/11/2022,11/12/2022,FULFILLED,$856.94
ORD0051468,1440,1,12/06/2022,12/10/2022,FULFILLED,"$2,881.24"
ORD0061652,905,1,01/20/2022,01/22/2022,FULFILLED,$138.40
ORD0068517,1653,1,02/21/2022,,CANCELLED,$156.70
ORD0061988,1239,1,03/22/2022,03/25/2022,FULFILLED,$507.89
ORD0021652,769,1,03/11/2022,03/12/2022,FULFILLED,"$1,533.68"
ORD0047534,2289,1,10/10/2022,10/13/2022,FULFILLED,"$3,006.69"
ORD0061750,368,1,08/12/2022,08/16/2022,FULFILLED,$732.01
ORD0007664,1229,1,12/06/2022,12/08/2022,FULFILLED,$520.84
ORD0001763,1507,1,06/11/2022,06/13/2022,FULFILLED,$463.43
ORD0065074,659,1,08/23/2022,08/27/2022,FULFILLED,$363.09
ORD0008096,232,1,05/05/2022,05/07/2022,FULFILLED,"$1,249.84"
ORD0052103,1057,1,01/27/2022,01/28/2022,FULFILLED,$473.48
ORD0026565,2042,1,03/21/2022,03/22/2022,FULFILLED,"$1,427.77"
ORD0067069,754,1,06/23/2022,06/24/2022,FULFILLED,$293.72
ORD0052039,2009,1,09/09/2022,09/12/2022,FULFILLED,"$1,424.07"
ORD0069574,651,1,05/03/2022,05/05/2022,FULFILLED,$184.45
ORD0030150,1886,1,02/10/2022,02/12/2022,FULFILLED,$614.28
ORD0052997,2210,1,08/31/2022,09/04/2022,FULFILLED,"$1,184.92"
ORD0063242,796,1,04/20/2022,04/23/2022,FULFILLED,$363.00
ORD0069193,1936,1,10/28/2022,11/02/2022,FULFILLED,"$1,686.65"
ORD0068607,1098,1,04/18/2022,04/19/2022,FULFILLED,"$1,155.07"
ORD0057381,1152,1,09/09/2022,09/11/2022,FULFILLED,$124.56
ORD0071395,926,1,05/23/2022,05/27/2022,FULFILLED,$999.42
ORD0000183,577,1,07/13/2022,07/17/2022,FULFILLED,$464.26
ORD0040624,882,1,08/18/2022,08/20/2022,FULFILLED,$797.67
ORD0064963,1899,1,02/01/2022,02/06/2022,FULFILLED,$680.03
ORD0056427,540,1,10/12/2022,10/16/2022,FULFILLED,"$1,016.70"
ORD0001069,1477,1,08/31/2022,09/04/2022,FULFILLED,"$2,269.72"
ORD0010725,373,1,08/24/2022,08/26/2022,FULFILLED,$682.65
ORD0065477,79,1,05/05/2022,05/08/2022,FULFILLED,$768.75
ORD0023139,1605,1,03/18/2022,03/19/2022,FULFILLED,$269.22
ORD0041933,2012,1,12/12/2022,12/16/2022,FULFILLED,$899.69
ORD0015657,218,1,06/21/2022,06/22/2022,FULFILLED,$493.23
ORD0041197,11,1,01/06/2022,01/07/2022,FULFILLED,$957.49
ORD0029076,1688,1,06/29/2022,07/04/2022,FULFILLED,$955.40
ORD0063800,217,1,11/27/2022,11/28/2022,FULFILLED,$233.55
ORD0064048,440,1,10/29/2022,11/02/2022,FULFILLED,$90.86
ORD0054211,1461,1,09/08/2022,09/10/2022,FULFILLED,"$2,039.66"
ORD0033669,307,1,12/08/2022,12/10/2022,RETURNED,$112.72
ORD0013234,985,1,07/28/2022,08/01/2022,FULFILLED,$765.00
ORD0028748,897,1,04/06/2022,04/11/2022,FULFILLED,$661.58
ORD0061440,76,1,08/16/2022,08/18/2022,FULFILLED,$594.68
ORD0061149,1942,1,03/04/2022,03/05/2022,FULFILLED,$791.74
ORD0005335,627,1,06/07/2022,06/10/2022,RETURNED,$641.52
ORD0020416,1535,1,10/08/2022,10/11/2022,FULFILLED,$163.17
ORD0012512,1125,1,07/15/2022,07/20/2022,FULFILLED,$380.60
ORD0007643,1418,1,11/09/2022,11/12/2022,FULFILLED,$430.64
ORD0025610,1567,1,09/02/2022,09/07/2022,FULFILLED,$189.51
ORD0056192,895,1,05/08/2022,05/12/2022,FULFILLED,$347.33
ORD0000353,1590,1,02/15/2022,02/18/2022,FULFILLED,$993.14
ORD0017889,2108,1,03/01/2022,03/05/2022,RETURNED,$877.52
ORD0013222,39,1,11/19/2022,11/23/2022,FULFILLED,$711.36
ORD0051905,811,1,09/07/2022,09/09/2022,FULFILLED,$872.50
ORD0068403,231,1,06/07/2022,06/09/2022,FULFILLED,$699.30
ORD0042012,2197,1,04/15/2022,04/17/2022,FULFILLED,$887.68
ORD0058727,990,1,12/25/2022,12/30/2022,FULFILLED,$381.79
ORD0023404,1080,1,06/18/2022,06/20/2022,RETURNED,$527.30
ORD0071324,238,1,08/22/2022,08/24/2022,FULFILLED,"$1,201.17"
ORD0061752,2194,1,06/10/2022,06/13/2022,FULFILLED,"$2,026.27"
ORD0043118,1154,1,07/24/2022,07/27/2022,FULFILLED,$328.57
ORD0054551,1463,1,09/21/2022,09/26/2022,FULFILLED,$910.83
ORD0071863,749,1,10/26/2022,10/29/2022,FULFILLED,$626.51
ORD0030043,385,1,11/09/2022,11/14/2022,FULFILLED,$630.11
ORD0003855,84,1,09/26/2022,,CANCELLED,$95.92
ORD0007879,1552,1,11/23/2022,11/24/2022,FULFILLED,"$1,062.33"
ORD0021083,504,1,05/02/2022,05/04/2022,FULFILLED,$692.19
ORD0019924,276,1,03/18/2022,03/20/2022,FULFILLED,"$1,455.28"
ORD0038822,798,1,03/22/2022,03/26/2022,FULFILLED,$378.64
ORD0025857,1613,1,01/27/2022,01/31/2022,FULFILLED,$183.00
ORD0056122,2165,1,07/15/2022,07/19/2022,FULFILLED,$262.73
ORD0061717,1809,1,06/15/2022,06/20/2022,FULFILLED,$552.81
ORD0061095,883,1,04/26/2022,04/30/2022,FULFILLED,$490.65
ORD0034227,1114,1,06/26/2022,06/27/2022,FULFILLED,$534.73
ORD0000845,2170,1,05/11/2022,05/14/2022,RETURNED,"$2,034.11"
ORD0048347,2413,1,07/27/2022,07/28/2022,FULFILLED,$316.92
ORD0016961,454,1,08/26/2022,08/27/2022,FULFILLED,"$1,050.48"
ORD0000404,2183,1,08/31/2022,09/04/2022,FULFILLED,"$1,560.55"
ORD0060103,676,1,08/11/2022,08/13/2022,FULFILLED,$851.54
ORD0045168,50,1,04/28/2022,04/30/2022,FULFILLED,$631.25
ORD0029951,954,1,12/20/2022,12/24/2022,FULFILLED,$153.14
ORD0057112,637,1,11/16/2022,11/19/2022,FULFILLED,$798.11
ORD0056022,622,1,11/03/2022,11/08/2022,FULFILLED,$138.05
ORD0025418,2052,1,05/30/2022,06/01/2022,FULFILLED,$79.20
ORD0000647,1215,1,05/04/2022,05/09/2022,FULFILLED,$769.12
ORD0044313,1612,1,06/01/2022,06/06/2022,FULFILLED,$141.17
ORD0046054,236,1,08/01/2022,08/06/2022,FULFILLED,"$2,991.57"
ORD0016289,1110,1,07/22/2022,07/24/2022,FULFILLED,"$1,908.81"
ORD0033198,1031,1,04/05/2022,04/07/2022,FULFILLED,$945.20
ORD0039504,1487,1,02/20/2022,02/21/2022,FULFILLED,"$1,148.28"
ORD0015965,1127,1,09/30/2022,10/01/2022,FULFILLED,"$1,337.44"
ORD0070373,1742,1,03/30/2022,03/31/2022,FULFILLED,"$1,265.24"
ORD0053810,1007,1,08/08/2022,08/09/2022,FULFILLED,$172.00
ORD0052369,295,1,01/07/2022,01/10/2022,RETURNED,$615.32
ORD0007781,1873,1,06/19/2022,06/22/2022,FULFILLED,$173.60
ORD0014468,2102,1,10/17/2022,10/18/2022,FULFILLED,$871.68
ORD0035527,2080,1,09/02/2022,09/06/2022,FULFILLED,"$1,340.39"
ORD0017067,1488,1,05/28/2022,06/01/2022,RETURNED,$283.41
ORD0062748,1707,1,05/31/2022,06/01/2022,FULFILLED,$528.89
ORD0053470,2241,1,08/11/2022,08/13/2022,FULFILLED,$96.66
ORD0009352,2259,1,10/13/2022,10/17/2022,FULFILLED,$47.18
ORD0044189,2100,1,06/13/2022,06/15/2022,FULFILLED,$326.62
ORD0029390,1024,1,06/28/2022,07/02/2022,FULFILLED,$307.32
ORD0066360,1295,1,10/21/2022,10/24/2022,FULFILLED,$284.31
ORD0011206,2420,1,09/29/2022,10/01/2022,FULFILLED,$454.36
ORD0007853,2443,1,05/12/2022,05/13/2022,FULFILLED,$936.75
ORD0023423,2090,1,03/25/2022,03/26/2022,FULFILLED,$695.84
ORD0059173,890,1,04/01/2022,04/06/2022,FULFILLED,$612.22
ORD0044359,1763,1,09/22/2022,09/24/2022,FULFILLED,$154.11
ORD0062054,2220,1,02/24/2022,02/28/2022,FULFILLED,$158.76
ORD0057705,2390,1,12/07/2022,12/12/2022,FULFILLED,$261.44
ORD0041728,816,1,12/06/2022,12/10/2022,FULFILLED,$459.27
ORD0015554,435,1,04/26/2022,04/27/2022,FULFILLED,"$3,986.48"
ORD0059943,1884,1,05/06/2022,05/11/2022,FULFILLED,$527.65
ORD0022870,2486,1,10/27/2022,10/30/2022,FULFILLED,"$1,437.88"
ORD0026473,383,1,12/14/2022,12/19/2022,FULFILLED,"$2,544.95"
ORD0011233,574,1,03/15/2022,03/20/2022,FULFILLED,$718.08
ORD0063816,2101,1,03/14/2022,,CANCELLED,$795.26
ORD0054226,1512,1,01/26/2022,01/30/2022,FULFILLED,$336.23
ORD0026485,7,1,09/21/2022,09/23/2022,FULFILLED,"$4,076.35"
ORD0058875,124,1,09/27/2022,09/28/2022,FULFILLED,"$1,130.84"
ORD0037756,1178,1,12/03/2022,12/04/2022,FULFILLED,"$1,163.45"
ORD0053905,370,1,03/09/2022,03/10/2022,FULFILLED,$446.61
ORD0046619,593,1,05/12/2022,05/16/2022,FULFILLED,$156.42
ORD0011822,535,1,05/23/2022,05/28/2022,FULFILLED,$709.51
ORD0015701,1165,1,06/27/2022,07/01/2022,FULFILLED,$641.81
ORD0035519,2493,1,02/02/2022,02/03/2022,FULFILLED,$559.24
ORD0060518,1484,1,11/30/2022,12/02/2022,FULFILLED,$260.84
ORD0000849,2122,1,04/20/2022,04/21/2022,FULFILLED,$877.88
ORD0022544,130,1,11/28/2022,11/30/2022,FULFILLED,$194.40
ORD0013800,1015,1,12/13/2022,12/15/2022,FULFILLED,"$1,292.30"
ORD0059600,26,1,07/31/2022,08/03/2022,FULFILLED,$336.62
ORD0032451,1886,1,03/15/2022,03/17/2022,FULFILLED,$192.28
ORD0069820,1953,1,11/06/2022,11/08/2022,FULFILLED,$808.94
ORD0051822,2310,1,11/15/2022,11/16/2022,FULFILLED,"$1,387.30"
ORD0069059,1282,1,10/25/2022,10/29/2022,FULFILLED,"$1,428.40"
ORD0061415,538,1,02/26/2022,03/03/2022,FULFILLED,"$1,246.15"
ORD0036606,1034,1,12/31/2022,01/04/2023,FULFILLED,$740.58
ORD0064643,788,1,06/03/2022,06/07/2022,FULFILLED,$29.60
ORD0050074,1056,1,11/04/2022,11/08/2022,FULFILLED,"$1,406.46"
ORD0047224,1314,1,10/31/2022,11/02/2022,FULFILLED,$437.38
ORD0030656,1573,1,08/11/2022,08/15/2022,FULFILLED,"$1,756.66"
ORD0050136,1597,1,08/14/2022,08/16/2022,FULFILLED,"$1,533.28"
ORD0043702,1271,1,02/27/2022,03/02/2022,FULFILLED,$358.18
ORD0052701,920,1,12/23/2022,12/27/2022,FULFILLED,"$1,459.31"
ORD0037480,180,1,07/13/2022,07/16/2022,FULFILLED,$79.44
ORD0065734,146,1,03/27/2022,03/29/2022,FULFILLED,$885.75
ORD0003458,383,1,09/01/2022,09/05/2022,FULFILLED,$450.07
ORD0014043,2121,1,08/30/2022,08/31/2022,FULFILLED,$921.15
ORD0004593,1509,1,02/01/2022,02/04/2022,FULFILLED,$338.03
ORD0044019,1860,1,05/06/2022,05/07/2022,FULFILLED,"$1,394.05"
ORD0047261,1223,1,08/05/2022,08/10/2022,FULFILLED,"$1,184.21"
ORD0062603,1754,1,05/07/2022,05/12/2022,FULFILLED,$101.61
ORD0049311,1505,1,03/07/2022,03/09/2022,RETURNED,$67.79
ORD0061382,2138,1,01/21/2022,01/23/2022,FULFILLED,$631.72
ORD0041846,945,1,02/10/2022,02/12/2022,FULFILLED,$749.15
ORD0036150,1217,1,01/13/2022,01/16/2022,FULFILLED,$741.46
ORD0028240,955,1,08/26/2022,08/27/2022,FULFILLED,$715.20
ORD0005120,1374,1,02/24/2022,02/26/2022,FULFILLED,$159.90
ORD0004732,484,1,02/02/2022,02/05/2022,FULFILLED,$984.88
ORD0005496,596,1,01/29/2022,02/01/2022,FULFILLED,$604.10
ORD0039857,1417,1,08/12/2022,08/17/2022,FULFILLED,"$1,070.60"
ORD0051726,2361,1,08/11/2022,08/12/2022,FULFILLED,$378.70
ORD0057137,745,1,10/20/2022,10/23/2022,FULFILLED,$422.06
ORD0027302,530,1,03/25/2022,,CANCELLED,$981.22
ORD0018410,2281,1,07/13/2022,07/16/2022,FULFILLED,$402.92
ORD0038969,849,1,04/21/2022,04/23/2022,FULFILLED,"$1,150.45"
ORD0065900,2277,1,02/18/2022,02/22/2022,FULFILLED,"$2,727.24"
ORD0020697,2394,1,11/23/2022,11/25/2022,FULFILLED,$896.64
ORD0017446,1796,1,10/17/2022,10/21/2022,FULFILLED,"$2,917.94"
ORD0071445,1716,1,11/17/2022,11/18/2022,FULFILLED,$134.71
ORD0047026,1610,1,10/26/2022,10/27/2022,FULFILLED,"$1,785.54"
ORD0021637,1351,1,10/12/2022,10/17/2022,FULFILLED,"$1,703.51"
ORD0035743,2183,1,12/05/2022,12/06/2022,FULFILLED,"$2,058.85"
ORD0055752,693,1,06/15/2022,06/20/2022,FULFILLED,$274.58
ORD0050787,1041,1,04/01/2022,04/03/2022,FULFILLED,$61.04
ORD0041083,2104,1,11/21/2022,11/25/2022,FULFILLED,"$1,409.22"
ORD0067653,1251,1,04/20/2022,04/25/2022,FULFILLED,"$1,128.89"
ORD0020915,130,1,09/29/2022,09/30/2022,FULFILLED,"$1,020.78"
ORD0018061,1176,1,05/14/2022,05/17/2022,FULFILLED,"$1,237.41"
ORD0060517,510,1,11/15/2022,11/18/2022,FULFILLED,"$2,399.58"
ORD0067723,206,1,05/12/2022,05/17/2022,FULFILLED,$725.55
ORD0061924,2345,1,02/04/2022,02/09/2022,FULFILLED,"$1,794.98"
ORD0047932,2189,1,09/05/2022,09/08/2022,FULFILLED,$159.89
ORD0015199,880,1,07/07/2022,07/12/2022,FULFILLED,$254.59
ORD0018113,613,1,07/18/2022,07/20/2022,FULFILLED,$986.66
ORD0016731,1595,1,08/29/2022,09/01/2022,FULFILLED,$743.24
ORD0055524,1481,1,07/17/2022,07/22/2022,FULFILLED,$747.37
ORD0067206,1541,1,03/02/2022,03/07/2022,FULFILLED,$237.82
ORD0017533,2373,1,03/04/2022,03/06/2022,FULFILLED,"$1,460.35"
ORD0048421,625,1,06/08/2022,06/12/2022,FULFILLED,"$1,723.38"
ORD0030582,119,1,12/04/2022,12/07/2022,FULFILLED,$770.94
ORD0010270,1688,1,03/18/2022,03/22/2022,FULFILLED,$273.71
ORD0001517,1538,1,11/23/2022,11/28/2022,FULFILLED,$179.32
ORD0068072,1086,1,12/20/2022,12/21/2022,FULFILLED,$837.76
ORD0010745,433,1,05/25/2022,05/29/2022,FULFILLED,$387.18
ORD0063392,2296,1,07/21/2022,07/24/2022,FULFILLED,"$1,317.38"
ORD0033240,1771,1,07/12/2022,07/17/2022,FULFILLED,"$1,434.75"
ORD0069179,2270,1,11/01/2022,11/06/2022,FULFILLED,"$1,847.28"
ORD0053667,330,1,04/07/2022,04/10/2022,FULFILLED,"$1,004.52"
ORD0019254,2013,1,11/05/2022,11/07/2022,FULFILLED,"$1,266.71"
ORD0052618,1392,1,09/01/2022,09/03/2022,FULFILLED,$508.21
ORD0003613,1127,1,07/12/2022,07/13/2022,FULFILLED,$94.82
ORD0016314,1929,1,12/16/2022,12/20/2022,FULFILLED,"$1,589.08"
ORD0042903,2027,1,10/14/2022,10/19/2022,FULFILLED,$806.57
ORD0029944,675,1,06/11/2022,06/12/2022,FULFILLED,$629.64
ORD0063399,1255,1,11/29/2022,12/04/2022,FULFILLED,"$2,270.91"
ORD0019257,483,1,05/24/2022,05/25/2022,FULFILLED,$641.34
ORD0070784,1107,1,09/21/2022,09/25/2022,FULFILLED,$30.54
ORD0036395,664,1,03/11/2022,03/13/2022,FULFILLED,$311.95
ORD0011802,1567,1,09/09/2022,09/10/2022,FULFILLED,"$1,097.46"
ORD0065143,1060,1,11/09/2022,11/11/2022,FULFILLED,$492.45
ORD0034279,47,1,09/13/2022,,CANCELLED,$846.60
ORD0034043,1853,1,08/01/2022,08/04/2022,FULFILLED,"$2,147.78"
ORD0056649,1338,1,06/05/2022,06/09/2022,FULFILLED,$785.52
ORD0055310,75,1,09/02/2022,09/06/2022,FULFILLED,$599.67
ORD0045844,1430,1,09/16/2022,09/18/2022,FULFILLED,$192.82
ORD0018576,576,1,12/19/2022,12/23/2022,FULFILLED,$215.42
ORD0029634,438,1,06/07/2022,06/10/2022,FULFILLED,$216.80
ORD0045795,292,1,02/02/2022,02/05/2022,FULFILLED,"$2,646.74"
ORD0033771,1828,1,09/25/2022,09/28/2022,FULFILLED,"$1,097.40"
ORD0016265,1682,1,11/10/2022,11/15/2022,FULFILLED,"$1,739.59"
ORD0040573,117,1,12/05/2022,12/07/2022,FULFILLED,$861.44
ORD0039068,589,1,06/28/2022,06/29/2022,FULFILLED,"$1,366.07"
ORD0027188,927,1,04/26/2022,04/30/2022,FULFILLED,"$1,058.82"
ORD0006194,2029,1,04/28/2022,05/02/2022,FULFILLED,$784.01
ORD0032909,737,1,07/29/2022,07/30/2022,FULFILLED,"$1,554.94"
ORD0062506,315,1,01/14/2022,01/16/2022,FULFILLED,$522.64
ORD0070780,852,1,07/23/2022,07/26/2022,FULFILLED,$512.86
ORD0042949,241,1,04/27/2022,04/30/2022,FULFILLED,$827.65
ORD0045043,1458,1,12/02/2022,12/06/2022,FULFILLED,"$2,142.08"
ORD0038877,929,1,04/08/2022,04/09/2022,FULFILLED,$819.44
ORD0023142,754,1,09/09/2022,09/13/2022,FULFILLED,"$1,808.41"
ORD0060836,885,1,12/05/2022,12/06/2022,FULFILLED,$196.24
ORD0071365,815,1,08/16/2022,08/21/2022,FULFILLED,$24.16
ORD0014994,2035,1,10/08/2022,10/10/2022,FULFILLED,$441.88
ORD0060637,1457,1,04/29/2022,05/02/2022,FULFILLED,$463.27
ORD0020715,2109,1,09/02/2022,09/05/2022,FULFILLED,$424.52
ORD0071854,1720,1,12/07/2022,12/12/2022,FULFILLED,"$1,722.55"
ORD0028305,179,1,08/19/2022,08/24/2022,FULFILLED,$388.86
ORD0010677,811,1,06/13/2022,06/18/2022,FULFILLED,$80.28
ORD0014241,1831,1,03/30/2022,03/31/2022,FULFILLED,$540.78
ORD0015801,1807,1,11/18/2022,11/19/2022,FULFILLED,$357.96
ORD0001749,1938,1,11/01/2022,11/03/2022,FULFILLED,$276.49
ORD0057043,664,1,12/01/2022,12/02/2022,FULFILLED,"$2,248.69"
ORD0045041,1109,1,08/04/2022,08/09/2022,FULFILLED,$953.11
ORD0039965,2040,1,12/07/2022,12/11/2022,FULFILLED,"$1,107.08"
ORD0031042,622,1,04/29/2022,05/01/2022,FULFILLED,$26.64
ORD0057141,1440,1,01/26/2022,01/29/2022,FULFILLED,$152.99
ORD0005364,160,1,06/08/2022,06/09/2022,RETURNED,$129.30
ORD0010976,237,1,08/23/2022,08/25/2022,FULFILLED,$447.86
ORD0010820,2249,1,04/18/2022,04/19/2022,FULFILLED,$143.22
ORD0066545,73,1,11/18/2022,11/20/2022,FULFILLED,"$1,267.18"
ORD0071988,2169,1,05/26/2022,05/29/2022,FULFILLED,"$1,106.58"
ORD0002266,18,1,10/10/2022,10/15/2022,FULFILLED,$219.76
ORD0045137,1250,1,12/07/2022,12/09/2022,FULFILLED,$627.14
ORD0038432,1083,1,11/21/2022,11/23/2022,FULFILLED,$996.76
ORD0025031,727,1,02/26/2022,03/01/2022,FULFILLED,$920.34
ORD0027714,522,1,08/25/2022,08/28/2022,RETURNED,$338.94
ORD0047755,2310,1,12/04/2022,12/08/2022,FULFILLED,$182.91
ORD0065919,1052,1,05/19/2022,05/20/2022,FULFILLED,$317.00
ORD0009184,2176,1,08/04/2022,08/05/2022,FULFILLED,$226.69
ORD0036751,162,1,06/14/2022,06/19/2022,FULFILLED,$702.17
ORD0026027,791,1,05/18/2022,05/21/2022,FULFILLED,$530.38
ORD0071646,2073,1,09/07/2022,09/08/2022,FULFILLED,$172.48
ORD0003276,562,1,10/24/2022,10/28/2022,FULFILLED,$247.31
